category,claim_count,unique_study_count,percent_of_206_studies,conditional_claim_count,eligible_quantitative_claim_count,eligible_qualitative_claim_count,context_only_claim_count
laser_device,1,1,0.5,0,1,0,0
laser_frequency_offset_margin,1,1,0.5,0,1,0,0
laser_gain_section_length,1,1,0.5,0,1,0,0
laser_linewidth_sweep,1,1,0.5,0,1,0,0
laser_output_linewidth,1,1,0.5,0,1,0,0
laser_repetition_rate,1,1,0.5,0,1,0,0
laser_threshold_current,1,1,0.5,0,1,0,0
laser_tuning_range,1,1,0.5,0,1,0,0
laser_tuning_ranges,1,1,0.5,0,1,0,0
laser_wavelength_linewidth,1,1,0.5,0,1,0,0
laser_wavelength_power,1,1,0.5,0,1,0,0
laser_wavelengths,1,1,0.5,0,1,0,0
laser_wavelengths_linewidth,1,1,0.5,0,1,0,0
last_input_mass_point,1,1,0.5,1,1,0,0
latency_overhead,1,1,0.5,0,1,0,0
latent_vector_length,1,1,0.5,0,1,0,0
launch_power_enhancement,1,1,0.5,1,1,0,0
launch_power_interval,1,1,0.5,1,1,0,0
launch_power_lower,1,1,0.5,0,1,0,0
launch_power_range,1,1,0.5,1,1,0,0
launch_power_threshold,1,1,0.5,1,1,0,0
launch_power_upper,1,1,0.5,0,1,0,0
leader_speed_sweep,1,1,0.5,0,1,0,0
leader_velocity,1,1,0.5,0,1,0,0
learning_rate_decline_cycle,1,1,0.5,0,1,0,0
learning_rate_decline_factor,1,1,0.5,0,1,0,0
lens_size,1,1,0.5,0,1,0,0
lfm_bandwidth,1,1,0.5,0,1,0,0
lfm_initial_frequency,1,1,0.5,0,1,0,0
light_field_SINR_threshold,1,1,0.5,0,1,0,0
light_to_electrical_SNR_relation,1,1,0.5,0,1,0,0
line_data_rate,1,1,0.5,0,1,0,0
line_voltage,1,1,0.5,0,1,0,0
linear_kernel_count,1,1,0.5,0,1,0,0
linearity_R2,1,1,0.5,0,1,0,0
linewidth,1,1,0.5,1,1,0,0
linewidth_low_impact_threshold,1,1,0.5,0,1,0,0
linewidth_relaxation,1,1,0.5,0,1,0,0
linewidth_symbol_duration_product,1,1,0.5,0,1,0,0
linewidth_symbol_product,1,1,0.5,0,1,0,0
link_budget_difference,1,1,0.5,1,1,0,0
link_distances,1,1,0.5,0,1,0,0
lo_steady_phase,1,1,0.5,0,1,0,0
lo_update_step,1,1,0.5,0,1,0,0
load_step,1,1,0.5,0,1,0,0
local_dataset_size,1,1,0.5,0,1,0,0
local_microseism_distance,1,1,0.5,1,1,0,0
local_steps,1,1,0.5,0,1,0,0
localization,1,1,0.5,1,1,0,0
localization_error_90pct,1,1,0.5,0,1,0,0
localization_standard_deviation,1,1,0.5,0,1,0,0
localization_test_amplitude_maximum,1,1,0.5,0,1,0,0
localization_test_amplitude_minimum,1,1,0.5,0,1,0,0
localization_test_frequency,1,1,0.5,0,1,0,0
localization_test_frequency_maximum,1,1,0.5,0,1,0,0
localization_test_frequency_minimum,1,1,0.5,0,1,0,0
localized_loss,1,1,0.5,0,1,0,0
localized_vibration_position,1,1,0.5,0,1,0,0
locking_detuning_lower_bound,1,1,0.5,0,1,0,0
locking_detuning_upper_bound,1,1,0.5,0,1,0,0
logarithmic_growth_duration,1,1,0.5,0,1,0,0
longer_wavelength_BER,1,1,0.5,0,1,0,0
loop_amplifier_gain,1,1,0.5,0,1,0,0
loop_count,1,1,0.5,0,1,0,0
loop_length,1,1,0.5,0,1,0,0
low_ROP_BER,1,1,0.5,0,1,0,0
low_rate_density_discrimination_limit,1,1,0.5,0,1,0,0
lower_range_threshold,1,1,0.5,0,1,0,0
lowest_BER_power_index_ratio,1,1,0.5,0,1,0,0
mCAP_subbands,1,1,0.5,0,1,0,0
m_sequence_feedback_coefficient,1,1,0.5,0,1,0,0
m_sequence_order,1,1,0.5,0,1,0,0
magnetic_flux_density,1,1,0.5,1,1,0,0
matched_filter_SNR_gain,1,1,0.5,0,1,0,0
matrix_dimensions,1,1,0.5,1,1,0,0
maximum_Lyapunov_exponent,1,1,0.5,0,1,0,0
maximum_absolute_distance_error,1,1,0.5,0,1,0,0
maximum_absolute_range_error,1,1,0.5,0,1,0,0
maximum_angles,1,1,0.5,0,1,0,0
maximum_average_electrical_power,1,1,0.5,0,1,0,0
maximum_average_optical_power,1,1,0.5,0,1,0,0
maximum_bandwidth,1,1,0.5,1,1,0,0
maximum_baud_rate,1,1,0.5,0,1,0,0
maximum_data_transmission_rate,1,1,0.5,0,1,0,0
maximum_detectable_speed,1,1,0.5,1,1,0,0
maximum_detectable_strain,1,1,0.5,0,1,0,0
maximum_detection_frequency,1,1,0.5,0,1,0,0
maximum_distance_at_FEC,1,1,0.5,1,1,0,0
maximum_electrical_power,1,1,0.5,0,1,0,0
maximum_embedded_bits,1,1,0.5,1,1,0,0
maximum_frequency_response,1,1,0.5,1,1,0,0
maximum_harvested_power,1,1,0.5,0,1,0,0
maximum_imaging_error,1,1,0.5,0,1,0,0
maximum_intensity_coefficient,1,1,0.5,0,1,0,0
maximum_mean_ranging_error,1,1,0.5,0,1,0,0
maximum_normalized_power,1,1,0.5,0,1,0,0
maximum_optical_power,1,1,0.5,0,1,0,0
maximum_phase_change,1,1,0.5,0,1,0,0
maximum_phase_shift,1,1,0.5,0,1,0,0
maximum_position_error,1,1,0.5,0,1,0,0
maximum_power,1,1,0.5,0,1,0,0
maximum_pulse_power_below_CFEC,1,1,0.5,0,1,0,0
maximum_range_errors,1,1,0.5,0,1,0,0
maximum_ranging_distance_formula,1,1,0.5,0,1,0,0
maximum_ranging_distance_scenarios,1,1,0.5,1,1,0,0
maximum_recorded_distance,1,1,0.5,0,1,0,0
maximum_reported_range,1,1,0.5,0,1,0,0
maximum_restorable_frequency,1,1,0.5,0,1,0,0
maximum_rounds_text,1,1,0.5,0,1,0,0
maximum_subtask_latency,1,1,0.5,0,1,0,0
maximum_test_distance,1,1,0.5,0,1,0,0
maximum_tested_rotation_speed,1,1,0.5,0,1,0,0
maximum_transmit_power,1,1,0.5,0,1,0,0
maximum_unambiguous_distance,1,1,0.5,1,1,0,0
maximum_upconverted_carriers,1,1,0.5,0,1,0,0
maximum_view_distance,1,1,0.5,0,1,0,0
maximum_working_range,1,1,0.5,0,1,0,0
mean_delay_error,1,1,0.5,0,1,0,0
mean_measured_distance,1,1,0.5,0,1,0,0
mean_measurement_error,1,1,0.5,0,1,0,0
measured_S21_frequency_limit,1,1,0.5,0,1,0,0
measured_distance_difference,1,1,0.5,0,1,0,0
measured_frequency,1,1,0.5,0,1,0,0
measured_spatial_resolution,1,1,0.5,0,1,0,0
measured_target_ranges,1,1,0.5,0,1,0,0
measured_total_loss,1,1,0.5,1,1,0,0
measured_two_target_resolution,1,1,0.5,0,1,0,0
measured_velocity,1,1,0.5,0,1,0,0
measurement_count,1,1,0.5,0,1,0,0
measurement_grid,1,1,0.5,0,1,0,0
measurement_interval,1,1,0.5,0,1,0,0
measurement_rate,1,1,0.5,0,1,0,0
median_RE,1,1,0.5,0,1,0,0
median_absolute_distance_error,1,1,0.5,0,1,0,0
message_recovery,1,1,0.5,0,1,0,0
metro_detection_events,1,1,0.5,0,1,0,0
microseism_count_per_area,1,1,0.5,1,1,0,0
microseism_remote_frequency_features,1,1,0.5,1,1,0,0
minimum_VLC_rate,1,1,0.5,0,1,0,0
minimum_data_rate_requirement,1,1,0.5,0,1,0,0
minimum_detected_strain,1,1,0.5,0,1,0,0
minimum_epsilon90,1,1,0.5,0,1,0,0
minimum_error_free_slot,1,1,0.5,0,1,0,0
minimum_frequency_separation,1,1,0.5,0,1,0,0
minimum_imaging_SNR,1,1,0.5,1,1,0,0
minimum_intensity_coefficient,1,1,0.5,0,1,0,0
minimum_inter_BS_antenna_distance,1,1,0.5,1,1,0,0
minimum_localization_error,1,1,0.5,0,1,0,0
minimum_ranging_RMSE,1,1,0.5,1,1,0,0
minimum_received_power,1,1,0.5,0,1,0,0
minimum_recorded_distance,1,1,0.5,0,1,0,0
minimum_sensing_MI_requirement,1,1,0.5,0,1,0,0
minimum_side_mode_suppression_ratio,1,1,0.5,0,1,0,0
minimum_subcarrier_power,1,1,0.5,0,1,0,0
minus_10dB_bandwidth,1,1,0.5,0,1,0,0
minus_3dB_bandwidth,1,1,0.5,0,1,0,0
misclassified_sample_count,1,1,0.5,1,1,0,0
mist_haze_attenuation_context,1,1,0.5,0,1,0,0
mixer_LNA_parameters,1,1,0.5,0,1,0,0
mmW_signal_SNR,1,1,0.5,0,1,0,0
mobility_speed_range,1,1,0.5,0,1,0,0
model_size_overhead,1,1,0.5,0,1,0,0
modeled_maximum_range,1,1,0.5,0,1,0,0
modeled_rain_performance,1,1,0.5,0,1,0,0
modulation_PRBS,1,1,0.5,0,1,0,0
modulation_constellation_size,1,1,0.5,0,1,0,0
modulation_depth,1,1,0.5,1,1,0,0
modulation_format,1,1,0.5,0,1,0,0
modulation_formats,1,1,0.5,0,1,0,0
modulation_frequency,1,1,0.5,0,1,0,0
modulation_index_cases,1,1,0.5,1,1,0,0
modulation_modes,1,1,0.5,0,1,0,0
modulation_orders,1,1,0.5,0,1,0,0
modulation_variance,1,1,0.5,0,1,0,0
modulator_bandwidth,1,1,0.5,0,1,0,0
modulator_insertion_loss,1,1,0.5,0,1,0,0
modulator_jitter_RMS,1,1,0.5,0,1,0,0
monitoring_signal_bandwidth,1,1,0.5,1,1,0,0
moving_target_lower_bound,1,1,0.5,0,1,0,0
moving_target_upper_bound,1,1,0.5,0,1,0,0
moving_target_velocities,1,1,0.5,0,1,0,0
mu_zero_bias_and_Vpp,1,1,0.5,0,1,0,0
multi_event_position,1,1,0.5,0,1,0,0
multi_source_positions,1,1,0.5,0,1,0,0
multi_target_pslr_gain,1,1,0.5,0,1,0,0
multi_target_range_resolution,1,1,0.5,0,1,0,0
multi_target_spacing_error,1,1,0.5,0,1,0,0
multipath_frame_count,1,1,0.5,0,1,0,0
multipath_robustness,1,1,0.5,0,1,0,0
multipath_subcarrier_count,1,1,0.5,0,1,0,0
multitarget_ranges,1,1,0.5,0,1,0,0
mutual_information_at_sensing_optimum,1,1,0.5,1,1,0,0
natural_frequency_baseline,1,1,0.5,0,1,0,0
natural_frequency_minimum,1,1,0.5,0,1,0,0
near_far_transition,1,1,0.5,0,1,0,0
near_user_distance,1,1,0.5,0,1,0,0
negative_test_pairs,1,1,0.5,0,1,0,0
net_information_rate,1,1,0.5,0,1,0,0
net_rate,1,1,0.5,0,1,0,0
net_real_time_capacity,1,1,0.5,0,1,0,0
network_capacity,1,1,0.5,0,1,0,0
newton_iteration_limit,1,1,0.5,0,1,0,0
no_beamsteering_coverage,1,1,0.5,0,1,0,0
noise_equivalent_power,1,1,0.5,0,1,0,0
noise_free_LOS_epsilon90,1,1,0.5,0,1,0,0
noise_power,1,1,0.5,1,1,0,0
noise_standard_deviation,1,1,0.5,0,1,0,0
nominal_data_rate,1,1,0.5,0,1,0,0
nominal_range_resolution,1,1,0.5,0,1,0,0
nominal_ranging_resolution,1,1,0.5,1,1,0,0
nominal_segment_transmissivity,1,1,0.5,0,1,0,0
nominal_users_height,1,1,0.5,0,1,0,0
nonlinear_kernel_count,1,1,0.5,0,1,0,0
nonlinear_refractive_index,1,1,0.5,1,1,0,0
nonlinearity_coefficient,1,1,0.5,1,1,0,0
normalized_cost,1,1,0.5,1,1,0,0
normalized_power_bounds,1,1,0.5,0,1,0,0
objective_weight_range,1,1,0.5,0,1,0,0
observation_duration,1,1,0.5,0,1,0,0
observation_interval,1,1,0.5,1,1,0,0
observation_time,1,1,0.5,0,1,0,0
observed_RF_sweep_bands,1,1,0.5,0,1,0,0
occupied_mmWave_band,1,1,0.5,0,1,0,0
ofdm_bandwidth,1,1,0.5,0,1,0,0
ofdm_initial_frequency,1,1,0.5,0,1,0,0
ofdm_subcarriers,1,1,0.5,0,1,0,0
ofdm_symbol_count,1,1,0.5,0,1,0,0
open_dataset_samples,1,1,0.5,0,1,0,0
operating_frequency_range,1,1,0.5,0,1,0,0
operating_frequency_span,1,1,0.5,0,1,0,0
operating_packet_loss,1,1,0.5,0,1,0,0
operating_power,1,1,0.5,0,1,0,0
operating_power_range,1,1,0.5,0,1,0,0
operating_voltage,1,1,0.5,0,1,0,0
operation_time_saving,1,1,0.5,1,1,0,0
optical_carrier,1,1,0.5,0,1,0,0
optical_centers,1,1,0.5,0,1,0,0
optical_channel_parameters,1,1,0.5,0,1,0,0
optical_conversion_efficiency,1,1,0.5,0,1,0,0
optical_coupler_ratio,1,1,0.5,0,1,0,0
optical_element_parameters,1,1,0.5,0,1,0,0
optical_filter_gain,1,1,0.5,0,1,0,0
optical_frequency_conversion_loss,1,1,0.5,0,1,0,0
optical_frequency_separation,1,1,0.5,0,1,0,0
optical_gains_FOV,1,1,0.5,1,1,0,0
optical_injection_range,1,1,0.5,0,1,0,0
optical_input_domain,1,1,0.5,1,1,0,0
optical_input_power,1,1,0.5,0,1,0,0
optical_lens_refractive_index,1,1,0.5,0,1,0,0
optical_output_power,1,1,0.5,0,1,0,0
optical_path_distance,1,1,0.5,0,1,0,0
optical_power_BER_endpoints,1,1,0.5,0,1,0,0
optical_power_budget,1,1,0.5,1,1,0,0
optical_power_margin_gain,1,1,0.5,0,1,0,0
optical_power_splitting_factor,1,1,0.5,0,1,0,0
optical_pulse_duration,1,1,0.5,0,1,0,0
optical_source,1,1,0.5,0,1,0,0
optical_source_parameters,1,1,0.5,0,1,0,0
optical_switching_time,1,1,0.5,0,1,0,0
optical_tone_frequencies,1,1,0.5,0,1,0,0
optical_tones,1,1,0.5,0,1,0,0
optical_transmit_power,1,1,0.5,0,1,0,0
optical_transmitter_parameters,1,1,0.5,0,1,0,0
optical_upconversion_comparison,1,1,0.5,0,1,0,0
optimal_AWG_Vpp,1,1,0.5,0,1,0,0
optimal_VLC_semi_angle,1,1,0.5,0,1,0,0
optimal_center_frequency_range,1,1,0.5,0,1,0,0
optimal_clipping_ratio,1,1,0.5,1,1,0,0
optimal_input_distribution,1,1,0.5,1,1,0,0
optimal_phase_separation,1,1,0.5,0,1,0,0
optimal_sensing_slot_count,1,1,0.5,1,1,0,0
optimized_data_rate,1,1,0.5,0,1,0,0
optimized_power_spectra,1,1,0.5,0,1,0,0
orange_BER_density_slope,1,1,0.5,0,1,0,0
orientation_angle_error,1,1,0.5,0,1,0,0
orientation_error,1,1,0.5,0,1,0,0
outage_SNR_threshold,1,1,0.5,0,1,0,0
outer_convergence_iterations,1,1,0.5,0,1,0,0
output_SNR,1,1,0.5,0,1,0,0
output_units,1,1,0.5,1,1,0,0
overall_data_rate,1,1,0.5,0,1,0,0
overall_energy_saving,1,1,0.5,0,1,0,0
overlap_bandwidth_range,1,1,0.5,0,1,0,0
p1_performance_relation,1,1,0.5,1,1,0,0
p2_performance_relation,1,1,0.5,1,1,0,0
packet_length,1,1,0.5,0,1,0,0
packets_per_block,1,1,0.5,0,1,0,0
papr,1,1,0.5,0,1,0,0
parameters_per_layer,1,1,0.5,1,1,0,0
participants,1,1,0.5,0,1,0,0
particle_iteration_selection,1,1,0.5,0,1,0,0
path_BER_comparison,1,1,0.5,0,1,0,0
path_threshold_complexity,1,1,0.5,0,1,0,0
payload_subcarriers,1,1,0.5,0,1,0,0
peak_3dB_bandwidth,1,1,0.5,0,1,0,0
peak_DIR_by_case,1,1,0.5,0,1,0,0
peak_data_rate,1,1,0.5,0,1,0,0
peak_density_accuracy,1,1,0.5,0,1,0,0
peak_frequency_separation,1,1,0.5,0,1,0,0
peak_gross_data_rate,1,1,0.5,0,1,0,0
peak_optical_power_limit,1,1,0.5,0,1,0,0
peak_sidelobe_ratio_gain,1,1,0.5,0,1,0,0
peak_to_peak_phase,1,1,0.5,1,1,0,0
peak_to_peak_strain,1,1,0.5,1,1,0,0
peak_transmit_power,1,1,0.5,1,1,0,0
penalty_factor,1,1,0.5,0,1,0,0
per_LED_drive,1,1,0.5,1,1,0,0
per_channel_line_rate,1,1,0.5,0,1,0,0
per_channel_transponder,1,1,0.5,0,1,0,0
per_class_recall,1,1,0.5,0,1,0,0
per_event_metrics,1,1,0.5,0,1,0,0
per_slot_power_limit,1,1,0.5,1,1,0,0
performance_sweep_QAM_order,1,1,0.5,0,1,0,0
period_count,1,1,0.5,1,1,0,0
period_equivalent_distance,1,1,0.5,1,1,0,0
permutation_entropy_relative_improvement,1,1,0.5,0,1,0,0
perturbation_location,1,1,0.5,0,1,0,0
perturbed_fiber_length,1,1,0.5,0,1,0,0
phase_decryption_delay_mismatch,1,1,0.5,0,1,0,0
phase_difference,1,1,0.5,0,1,0,0
phase_differentiation_interval,1,1,0.5,0,1,0,0
phase_encryption_depth_attack_resistance_threshold,1,1,0.5,0,1,0,0
phase_estimation_jitter,1,1,0.5,0,1,0,0
phase_estimator_baselines,1,1,0.5,0,1,0,0
phase_jitter,1,1,0.5,1,1,0,0
phase_modulation_depth_distortion_threshold,1,1,0.5,0,1,0,0
phase_modulator_bandwidth,1,1,0.5,0,1,0,0
phase_noise_requirement,1,1,0.5,0,1,0,0
phase_response,1,1,0.5,0,1,0,0
phase_screen_switching_frequency,1,1,0.5,0,1,0,0
phase_variation_per_frame,1,1,0.5,0,1,0,0
photoconverter_detection_areas,1,1,0.5,0,1,0,0
photoconverter_responsivities,1,1,0.5,0,1,0,0
photocurrent_for_HD_FEC,1,1,0.5,0,1,0,0
photocurrent_range,1,1,0.5,0,1,0,0
photocurrent_saving,1,1,0.5,0,1,0,0
photodetector_FOV,1,1,0.5,0,1,0,0
photodetector_active_area,1,1,0.5,0,1,0,0
photodetector_area,1,1,0.5,0,1,0,0
photodetector_bandwidth,1,1,0.5,0,1,0,0
photodiode_effective_area,1,1,0.5,0,1,0,0
photodiode_field_of_view,1,1,0.5,0,1,0,0
photodiode_saturation_input,1,1,0.5,0,1,0,0
photonic_modulator_bandwidths,1,1,0.5,0,1,0,0
physical_displacement,1,1,0.5,0,1,0,0
physical_perturbation_length,1,1,0.5,0,1,0,0
physical_target_distance,1,1,0.5,0,1,0,0
physical_target_separation,1,1,0.5,0,1,0,0
pilot_frequency_negative,1,1,0.5,0,1,0,0
pilot_frequency_positive,1,1,0.5,0,1,0,0
pilot_guard_overhead,1,1,0.5,0,1,0,0
pilot_rate_loss,1,1,0.5,0,1,0,0
pilot_signal_power_ratio,1,1,0.5,0,1,0,0
pilot_to_signal_power_ratio,1,1,0.5,0,1,0,0
pilot_tone_count,1,1,0.5,0,1,0,0
pointing_radius_range,1,1,0.5,0,1,0,0
polar_orientation_mean,1,1,0.5,0,1,0,0
polar_orientation_range,1,1,0.5,0,1,0,0
polar_orientation_standard_deviation,1,1,0.5,0,1,0,0
polarization_delay_fiber,1,1,0.5,0,1,0,0
polarization_tracking_tolerance,1,1,0.5,0,1,0,0
position_MSE_target,1,1,0.5,0,1,0,0
position_error,1,1,0.5,0,1,0,0
position_error_vector,1,1,0.5,0,1,0,0
position_estimate,1,1,0.5,0,1,0,0
position_width,1,1,0.5,0,1,0,0
positioning_error_CDF,1,1,0.5,0,1,0,0
positioning_error_at_CDF,1,1,0.5,0,1,0,0
positioning_error_percentile,1,1,0.5,0,1,0,0
positioning_repeatability,1,1,0.5,0,1,0,0
positioning_test_area,1,1,0.5,1,1,0,0
positive_test_pairs,1,1,0.5,0,1,0,0
post_fiber_optical_power,1,1,0.5,0,1,0,0
power_allocation_ratio,1,1,0.5,0,1,0,0
power_amplifier_band,1,1,0.5,0,1,0,0
power_amplifier_gain,1,1,0.5,0,1,0,0
power_consumption,1,1,0.5,0,1,0,0
power_conversion_efficiency,1,1,0.5,0,1,0,0
power_difference_fluctuation,1,1,0.5,1,1,0,0
power_index_ratio,1,1,0.5,0,1,0,0
power_ratio_EVM_error,1,1,0.5,0,1,0,0
power_ratio_conditions,1,1,0.5,1,1,0,0
power_reduction,1,1,0.5,1,1,0,0
power_spectrum_conditions,1,1,0.5,0,1,0,0
pre_FEC_BER_limit,1,1,0.5,0,1,0,0
pre_FEC_threshold,1,1,0.5,0,1,0,0
pre_fec_ber_threshold,1,1,0.5,0,1,0,0
precision,1,1,0.5,0,1,0,0
precompensation_voltage_ratio,1,1,0.5,0,1,0,0
precursor_platform_distance,1,1,0.5,0,1,0,0
prediction_error,1,1,0.5,0,1,0,0
preferred_DC_offset,1,1,0.5,0,1,0,0
previous_co_cable_F1,1,1,0.5,0,1,0,0
previous_co_cable_accuracy,1,1,0.5,0,1,0,0
primary_sample_volume,1,1,0.5,0,1,0,0
priority_tradeoff_user_counts,1,1,0.5,0,1,0,0
priority_weight_relation,1,1,0.5,0,1,0,0
prism_diameter,1,1,0.5,0,1,0,0
probe_components,1,1,0.5,0,1,0,0
probe_parameters,1,1,0.5,0,1,0,0
probe_repetition_frequency,1,1,0.5,0,1,0,0
probe_repetition_rate_default,1,1,0.5,0,1,0,0
probe_repetition_rate_lower,1,1,0.5,0,1,0,0
probe_repetition_rate_upper,1,1,0.5,0,1,0,0
probe_sweep_bandwidth,1,1,0.5,0,1,0,0
process_variance,1,1,0.5,1,1,0,0
processing_delay,1,1,0.5,1,1,0,0
processing_gain,1,1,0.5,1,1,0,0
processing_latency,1,1,0.5,0,1,0,0
processor_clock,1,1,0.5,1,1,0,0
projected_ferry_speed,1,1,0.5,1,1,0,0
propagation_loss,1,1,0.5,0,1,0,0
prototype_distance,1,1,0.5,0,1,0,0
published_SLIPT_context,1,1,0.5,0,1,0,0
pulse_compression_gain,1,1,0.5,0,1,0,0
pulse_cycle_length,1,1,0.5,0,1,0,0
pulse_interval,1,1,0.5,0,1,0,0
pulse_peak_power_range,1,1,0.5,0,1,0,0
pulse_repetition_frequency,1,1,0.5,0,1,0,0
pulse_repetition_interval,1,1,0.5,0,1,0,0
pulse_rise_fall_time,1,1,0.5,0,1,0,0
pulse_transition_width,1,1,0.5,0,1,0,0
pulse_width_spatial_resolution,1,1,0.5,0,1,0,0
pure_LFM_range_resolution,1,1,0.5,0,1,0,0
quality_factor,1,1,0.5,1,1,0,0
quantization_step,1,1,0.5,1,1,0,0
quantum_yield,1,1,0.5,0,1,0,0
radar_LNA_gain,1,1,0.5,0,1,0,0
radar_SNR_repeatability,1,1,0.5,0,1,0,0
radar_amplifier_bandwidth,1,1,0.5,0,1,0,0
radar_amplifier_gain,1,1,0.5,0,1,0,0
radar_code_lengths,1,1,0.5,0,1,0,0
radar_cross_section,1,1,0.5,1,1,0,0
radar_dechirped_SNR,1,1,0.5,0,1,0,0
radar_peak_SNR,1,1,0.5,0,1,0,0
radar_run_data_rate,1,1,0.5,0,1,0,0
radar_sampling_rate,1,1,0.5,0,1,0,0
radar_scenario_parameters,1,1,0.5,0,1,0,0
radar_target_width,1,1,0.5,0,1,0,0
radial_resolution,1,1,0.5,0,1,0,0
radio_format,1,1,0.5,0,1,0,0
random_envelope_modulation_order,1,1,0.5,0,1,0,0
random_range_error,1,1,0.5,0,1,0,0
random_signal_rate_saturation_threshold,1,1,0.5,0,1,0,0
random_time_shift_range,1,1,0.5,1,1,0,0
range_RMSE_floor,1,1,0.5,0,1,0,0
range_RMSE_precision,1,1,0.5,0,1,0,0
range_error_summary,1,1,0.5,0,1,0,0
range_estimation_MSE,1,1,0.5,1,1,0,0
range_fit_R2,1,1,0.5,0,1,0,0
range_standard_deviation,1,1,0.5,0,1,0,0
range_step,1,1,0.5,0,1,0,0
range_sweep_lower_bound,1,1,0.5,0,1,0,0
range_sweep_upper_bound,1,1,0.5,0,1,0,0
ranging_error_95pct_by_region,1,1,0.5,1,1,0,0
ranging_error_bound,1,1,0.5,0,1,0,0
ranging_measurement_distances,1,1,0.5,0,1,0,0
ranging_measurement_error,1,1,0.5,0,1,0,0
ranging_upsampling_ratio,1,1,0.5,0,1,0,0
rate_EVM_PSLR_sweep,1,1,0.5,0,1,0,0
rate_range_relation,1,1,0.5,0,1,0,0
raw_samples,1,1,0.5,0,1,0,0
reader_tag_distance,1,1,0.5,1,1,0,0
real_time_data_rate_upper_bound,1,1,0.5,0,1,0,0
real_time_line_rate,1,1,0.5,0,1,0,0
receive_LNA_gain,1,1,0.5,0,1,0,0
received_intensity_threshold,1,1,0.5,0,1,0,0
received_optical_power_threshold,1,1,0.5,1,1,0,0
received_optical_power_turning_point,1,1,0.5,0,1,0,0
received_power_at_FEC,1,1,0.5,0,1,0,0
received_power_penalty,1,1,0.5,0,1,0,0
receiver_DC_bias,1,1,0.5,0,1,0,0
receiver_LO_IF,1,1,0.5,0,1,0,0
receiver_antenna_ADC_parameters,1,1,0.5,0,1,0,0
receiver_antenna_count,1,1,0.5,1,1,0,0
receiver_aperture_area,1,1,0.5,0,1,0,0
receiver_aperture_diameter,1,1,0.5,0,1,0,0
receiver_component_dimensions,1,1,0.5,1,1,0,0
receiver_coordinate,1,1,0.5,1,1,0,0
receiver_height,1,1,0.5,1,1,0,0
receiver_laser_wavelength,1,1,0.5,0,1,0,0
receiver_lens_diameter,1,1,0.5,0,1,0,0
receiver_noise_PSD,1,1,0.5,0,1,0,0
receiver_noise_floor,1,1,0.5,1,1,0,0
receiver_parameters,1,1,0.5,0,1,0,0
receiver_photodiode_parameters,1,1,0.5,0,1,0,0
receiver_plane_area,1,1,0.5,0,1,0,0
receiver_power_split,1,1,0.5,0,1,0,0
receiver_sampling_rates,1,1,0.5,0,1,0,0
receiver_sensitivity_penalty,1,1,0.5,0,1,0,0
receiver_voltage_range,1,1,0.5,0,1,0,0
receiving_plane_height,1,1,0.5,0,1,0,0
receiving_sensitivity_improvement,1,1,0.5,0,1,0,0
recommended_ROP,1,1,0.5,0,1,0,0
recommended_phase_index,1,1,0.5,0,1,0,0
recommended_source_linewidth,1,1,0.5,0,1,0,0
recommended_spread_gain_lower,1,1,0.5,0,1,0,0
recommended_spread_gain_upper,1,1,0.5,0,1,0,0
record_duration,1,1,0.5,1,1,0,0
record_length,1,1,0.5,0,1,0,0
recovered_vibration_phase,1,1,0.5,0,1,0,0
recovery_probability,1,1,0.5,0,1,0,0
reference_clock,1,1,0.5,1,1,0,0
reference_fisher_information,1,1,0.5,0,1,0,0
reference_interferometer_path_difference,1,1,0.5,0,1,0,0
reference_plane_SNR_coverage,1,1,0.5,0,1,0,0
reference_precision,1,1,0.5,0,1,0,0
reflectance,1,1,0.5,1,1,0,0
reflectance_band,1,1,0.5,1,1,0,0
reflected_path_geometry,1,1,0.5,0,1,0,0
reflection_coefficient,1,1,0.5,0,1,0,0
reflection_loss_factor,1,1,0.5,0,1,0,0
reflectivity_coefficient,1,1,0.5,1,1,0,0
reflector_beam_angle,1,1,0.5,1,1,0,0
reflector_separation,1,1,0.5,1,1,0,0
reflector_specification,1,1,0.5,0,1,0,0
refractive_index,1,1,0.5,0,1,0,0
refractive_index_structure_constant,1,1,0.5,0,1,0,0
region_classification_OSR_sweep,1,1,0.5,1,1,0,0
relative_BER_reduction,1,1,0.5,0,1,0,0
relative_TDOA_error_comparison,1,1,0.5,0,1,0,0
relative_braking_improvement,1,1,0.5,0,1,0,0
relative_time_delay,1,1,0.5,0,1,0,0
relative_velocity_formula,1,1,0.5,0,1,0,0
remote_earthquake_magnitude_range,1,1,0.5,1,1,0,0
remote_units,1,1,0.5,0,1,0,0
repeat_count,1,1,0.5,0,1,0,0
repeat_frequency,1,1,0.5,1,1,0,0
repetition_frequency_difference,1,1,0.5,0,1,0,0
repetition_rate,1,1,0.5,1,1,0,0
repetitions,1,1,0.5,0,1,0,0
reported_data_rate,1,1,0.5,0,1,0,0
reported_range_resolution,1,1,0.5,0,1,0,0
reported_user_data_rate,1,1,0.5,1,1,0,0
required_CPU_cycles,1,1,0.5,0,1,0,0
required_SNR,1,1,0.5,0,1,0,0
required_stopband_loss,1,1,0.5,1,1,0,0
required_uplink_VPP,1,1,0.5,0,1,0,0
reserved_dechirp_band,1,1,0.5,1,1,0,0
