study_cluster_id,canonical_screening_record_id,primary_extraction_screening_record_id,eligible_report_count,all_eligible_screening_record_ids,title,authors,year,venue,doi,preferred_citation,document_type,source_url,primary_optical_modality_code,integration_level_code,integration_mechanism_codes,communication_functions,sensing_tasks,waveform_modulation,optical_front_end,network_setting,validation_type_codes,scenario_environment,application_domain_codes,enabling_technology_codes,six_g_relevance_code,dataset_availability_status,code_model_availability_status,canonical_modality,validation_maturity_max,canonical_validation_categories,canonical_six_g_relevance,canonical_dataset_availability,canonical_code_model_availability,comparability_categories,admissibility_categories,candidate_bib_key,existing_bib_match_status,existing_bib_key,existing_bib_title,existing_bib_doi,canonical_integration_mechanisms,canonical_validation_types,canonical_enabling_technologies,canonical_application_domains
STC-SINGLETON-SCR-00038,SCR-00038,SCR-00038,1,SCR-00038,Native and Reconfigurable Distributed Acoustic Sensing Integrated with Single-carrier 64QAM Transmission Signal,Hu Z.; Zhao C.; Zhang M.; Chen J.; Tang M.,2025,Optical Fiber Communication Conference (OFC 2025),10.1364/ofc.2025.th2a.29,Hu Z.; Zhao C.; Zhang M.; Chen J.; Tang M. (2025). Native and Reconfigurable Distributed Acoustic Sensing Integrated with Single-carrier 64QAM Transmission Signal. OFC 2025. https://doi.org/10.1364/OFC.2025.Th2A.29,Conference paper,https://www.scopus.com/pages/publications/105009302977?origin=resultslist,fiber,system,shared_waveform|shared_link_or_channel|shared_resource_allocation,data_transmission,distributed_acoustic_sensing|vibration_sensing,"10-GBaud single-polarization 64QAM with configurable offline sensing-probe intervals k=1,2,4,5","1550.12-nm ~100-Hz fiber laser, IQ modulator, EDFA, 2-km fiber, PZT, coherent communication receiver and separate coherent sensing receiver",Short-reach coherent optical-fiber link with backward Rayleigh sensing,laboratory_experiment,2-km fiber with a 1-kHz PZT perturbation near the distal end,fiber_monitoring|mobile_fronthaul,coherent_communication|DAS|single_carrier_QAM,explicit,NR,NR,fiber,4,laboratory_experiment,direct,unavailable_or_NR,unavailable_or_NR,conditional|direct,conditional,OISAC_SCR00038,missing_from_current_bib,,,,shared_waveform|shared_link_or_channel|shared_resource_allocation,laboratory_experiment,coherent_optics,6G_access|environment_monitoring|optical_access_network
STC-SINGLETON-SCR-00052,SCR-00052,SCR-00052,1,SCR-00052,Cc-Otdr Sequence Shaping Enabling Joint Co-Directional Sensing and Communication,Allousch M.A.; Sandmann A.,2025,"2025 IEEE Photonics Conference, IPC 2025 - Proceedings",10.1109/ipc65510.2025.11282039,Allousch M.A.; Sandmann A. (2025). CC-OTDR Sequence Shaping Enabling Joint Co-Directional Sensing and Communication. IEEE Photonics Conference. https://doi.org/10.1109/IPC65510.2025.11282039,Conference paper,https://www.scopus.com/pages/publications/105031771434?origin=resultslist,fiber,system,shared_link_or_channel|shared_resource_allocation,data_transmission,distributed_acoustic_sensing|vibration_sensing,33-GBaud QPSK or 16-QAM coherent data plus a shaped 8192-bit CC-OTDR sequence; conventional comparator is a 4095-bit PRBS plus balancing symbol,"Two optical carriers at 193.4 and 193.5 THz, coherent transceiver, 50-km fiber, PZT and CC-OTDR receiver",Co-directional wavelength-spaced sensing and coherent communication over shared standard fiber,laboratory_experiment,50-km shared fiber; 115-Hz PZT excitation; QPSK and 16-QAM tests,fiber_monitoring|joint_communication_and_sensing,coherent_communication|CC_OTDR|sequence_shaping|WDM,inferred,NR,NR,fiber,4,laboratory_experiment,inferred,unavailable_or_NR,unavailable_or_NR,conditional|descriptive_only|direct,admissible|conditional|not_admissible,OISAC_SCR00052,missing_from_current_bib,,,,shared_link_or_channel|shared_resource_allocation,laboratory_experiment,coherent_optics|fiber_DAS,environment_monitoring
STC-SINGLETON-SCR-00056,SCR-00056,SCR-00056,1,SCR-00056,Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system,Ma M.; Bi M.; Xu M.; Zhang Y.; Luo J.; Zhou X.; Zhang L.; Hu M.,2025,Optics and Laser Technology,10.1016/j.optlastec.2025.113726,"Ma M.; Bi M.; Xu M.; Zhang Y.; Luo J.; Zhou X.; Zhang L.; Hu M. (2025). Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system. Optics & Laser Technology, 192, 113726. https://doi.org/10.1016/j.optlastec.2025.113726",Article,https://www.scopus.com/pages/publications/105012769438?origin=resultslist,fiber,system,shared_hardware|shared_waveform|shared_link_or_channel|shared_resource_allocation,data_transmission,localization|monitoring,Periodically swept LFM optical carrier with intensity-modulated PAM4; 25 Mbps in the physical experiment and 25 Gbps in VPI simulation,"Swept DFB laser, nonlinear sweep compensation, MZM, circulator/couplers, 20-km SMF communication path and OFDR receiver",Single-wavelength fiber ISAC for in-service communication and fiber break-point localization,mixed|laboratory_experiment|simulation|analytical,20-km communication experiment; breakpoint sensing experimentally limited to about 38 m; 20-km high-speed sensing/communication simulated,fiber_fault_localization|optical_network_monitoring,OFDR|IMDD|PAM4|swept_laser|sliding_window_normalization,inferred,on_request,NR,fiber,4,analytical_theoretical|laboratory_experiment|mixed_unspecified|simulation,inferred,on_request,unavailable_or_NR,conditional|direct,admissible|conditional,OISAC_SCR00056,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_link_or_channel|shared_resource_allocation,analytical|simulation|laboratory_experiment|mixed,fiber_DAS,security|environment_monitoring
STC-SINGLETON-SCR-00057,SCR-00057,SCR-00057,1,SCR-00057,Pre-Compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System,Maoqi L.; Jingchuan W.; Chen L.; Changyuan Y.; Chao L.,2025,"Opto-Electronics and Communications Conference, OECC",10.23919/oecc/psc62146.2025.11111272,Maoqi L.; Jingchuan W.; Chen L.; Changyuan Y.; Chao L. (2025). Pre-Compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System. OECC/PSC 2025. https://doi.org/10.23919/OECC/PSC62146.2025.11111272,Conference paper,https://www.scopus.com/pages/publications/105015819950?origin=resultslist,fiber,system,shared_link_or_channel|shared_resource_allocation,data_transmission|channel_estimation,distributed_acoustic_sensing|vibration_sensing,"Two 30-GBaud 16-QAM communication subcarriers (reported as 2×120 Gbit/s) and a 70-MHz-start, 500-MHz-bandwidth LFM probe separated by a 2-GHz guard band","Coherent DSCM transmitter/receiver, AWGs, 40-km fiber, PZT, OBPF, dual-polarization coherent receiver and offline DSP",Digital-subcarrier coherent transmission with co-propagating DAS probe over 40-km fiber,laboratory_experiment,"40-km fiber, 1-m PZT section driven at 200 Hz, 10-m gauge length",fiber_monitoring|distributed_vibration_sensing,coherent_DSCM|LFM|DAS|precompensation,inferred,NR,NR,fiber,4,laboratory_experiment,inferred,unavailable_or_NR,unavailable_or_NR,conditional|descriptive_only|direct,admissible|conditional|not_admissible,OISAC_SCR00057,doi_exact,O_ISAC_024,Pre-Compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System,10.23919/oecc/psc62146.2025.11111272,shared_link_or_channel|shared_resource_allocation,laboratory_experiment,coherent_optics|FMCW,environment_monitoring
STC-ENDOGENOUS-TS-FRFT-DAS-2025,SCR-00072,SCR-00072,2,SCR-00072|SCR-00099,Endogenous integration of communication and interference fading free sensing using telecom pilots via joint polarization-fraction domain multiplexing,Wang L.; Wang Y.; Lin Z.; Yu H.; Li Y.; Lu C.; Yu C.; Tang M.,2025,Optics Express,10.1364/oe.563557,"Wang L.; Wang Y.; Lin Z.; Yu H.; Li Y.; Lu C.; Yu C.; Tang M. (2025). Endogenous integration of communication and interference fading free sensing using telecom pilots via joint polarization-fraction domain multiplexing. Optics Express, 33(16), 34663-34676. https://doi.org/10.1364/OE.563557",Article with conference companion,https://www.scopus.com/pages/publications/105012939787?origin=resultslist,fiber,system,shared_hardware|shared_waveform|shared_link_or_channel|shared_resource_allocation,data_transmission|channel_estimation,distributed_acoustic_sensing|vibration_sensing,50-GBaud DP-QPSK (200 Gbps) and DP-16QAM (400 Gbps) payloads with orthogonal dual-polarization chirp training sequences; 200-MHz chirp bandwidth and 182-ns duration,"1550.12-nm ~100-Hz laser, DP IQ modulator, EDFA/OBPF, 10-km + 400-m fiber with PZT, coherent receivers and 43-GHz BPDs",Endogenous coherent optical-fiber ISAC over 10.4 km with telecom-pilot reuse,laboratory_experiment,10.4-km fiber with 1-m PZT section; 500-Hz and 500-Hz-to-2-kHz chirped vibration,telecom_fiber_monitoring|distributed_vibration_sensing,coherent_transmission|FrFT|DAS|telecom_training_sequence|polarization_diversity,explicit,on_request,NR,fiber,4,laboratory_experiment,direct,on_request,unavailable_or_NR,conditional|descriptive_only|direct|not_comparable,admissible|conditional|not_admissible,OISAC_SCR00072,doi_exact,O_ISAC_188,Endogenous integration of communication and interference fading free sensing using telecom pilots via joint polarization-fraction domain multiplexing,10.1364/oe.563557,shared_waveform|shared_hardware|shared_link_or_channel|shared_resource_allocation,laboratory_experiment,coherent_optics,environment_monitoring|optical_access_network
STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,SCR-00083,2,SCR-00083|SCR-00553,Terahertz ISAC with Simultaneous Fast-Swept FMCW Radar and High-Speed Wireless Link Using a Single UTC-PD,Kaide R.; Kamiura Y.; Ye S.; Wang Y.; Mikami Y.; Ueda Y.; Kato K.,2026,Electronics (Switzerland),10.3390/electronics15081608,"Kaide R, Kamiura Y, Ye S, Wang Y, Mikami Y, Ueda Y, Kato K. Terahertz ISAC with Simultaneous Fast-Swept FMCW Radar and High-Speed Wireless Link Using a Single UTC-PD. Electronics. 2026;15:1608. doi:10.3390/electronics15081608.",Article,https://www.scopus.com/pages/publications/105036860693?origin=resultslist,photonic_THz,mixed,frequency_division|joint_waveform,data_transmission,ranging,Triangular fast-swept FMCW with ASK PRBS 2^7-1; either frequency-division carriers or ASK superimposed on the FMCW carrier.,"High-speed wavelength-tunable RTF-LD, fixed lasers, intensity modulator/EOM, EDFA, UTC-PD photomixing transmitter, FMBD/SHM receiver paths and Michelson-interferometer ranging.",Photonics-assisted THz free-space laboratory links; journal joint-waveform communication path is 1 m. Frequency-division communication reach is NR.,laboratory_experiment,Static mirror targets in a Michelson interferometer and free-space THz communication under controlled laboratory conditions.,6G_access,photonic_THz_generation|FMCW|other,direct,on_request,NR,photonic_THz,4,laboratory_experiment,direct,on_request,unavailable_or_NR,conditional|descriptive_only|direct,admissible|conditional|not_admissible,OISAC_SCR00083,missing_from_current_bib,,,,shared_waveform|shared_resource_allocation|joint_design_or_optimization,laboratory_experiment,photonic_THz_generation|FMCW,6G_access
STC-SINGLETON-SCR-00086,SCR-00086,SCR-00086,1,SCR-00086,Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC,Lyu Z.; Zhang L.; Lei M.; Deng Q.; Yang Z.; Fang X.; Ozolins O.; Liu G.; Zhu M.; Pang X.; Yu X.,2025,Optical Fiber Communication Conference (OFC 2025),10.1364/ofc.2025.th2a.23,Lyu Z.; Zhang L.; Lei M.; Deng Q.; Yang Z.; Fang X.; Ozolins O.; Liu G.; Zhu M.; Pang X.; Yu X. (2025). Photonic THz Sensing-assisted Multipath Channel Estimation for ISAC. OFC 2025. https://doi.org/10.1364/OFC.2025.Th2A.23,Conference paper,https://www.scopus.com/pages/publications/105009266897?origin=resultslist,photonic_THz,system,shared_hardware|shared_waveform|shared_resource_allocation,data_transmission|channel_estimation,channel_sensing,10-GHz-bandwidth dual-chirp waveform with 10-GBaud QPSK; up-chirp carries data and down-chirp is the pilot; amplitude ratio βu/βd=10,"1550.032-nm laser, 31-GHz optical frequency comb generation, IQ modulator, UTC-PD, 124-GHz horn-antenna link, harmonic mixer and coherent optical LO paths",20-m indoor/free-space photonic THz multipath link with three reflectors,laboratory_experiment,"124-GHz, 20-m multipath free-space laboratory link with three reflectors",indoor_THz_communication|multipath_channel_estimation,photonic_THz|dual_chirp|UTC_PD|FDE,inferred,NR,NR,photonic_THz,4,laboratory_experiment,inferred,unavailable_or_NR,unavailable_or_NR,conditional|descriptive_only|direct,admissible|conditional,OISAC_SCR00086,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_resource_allocation,laboratory_experiment,photonic_THz_generation|FMCW,other
STC-SINGLETON-SCR-00091,SCR-00091,SCR-00091,1,SCR-00091,Communication and Sensing via Hermite-Gaussian Time-Domain Mode-Division-Multiple-Access,Yu X.; He Z.; Tong S.; Meier J.; Schneider T.,2025,"Asia Communications and Photonics Conference, ACP",10.1109/acp66871.2025.11349797,,Conference paper,https://www.scopus.com/pages/publications/105034163329?origin=resultslist,hybrid_optical,system,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization,dual_mode_data_transmission,phase_tracking|distance_sensing,Data-modulated orthogonal Hermite-Gaussian HG0/HG1 pulse sequences with 1 ns repetition time; sampling-based multiplexing and correlation demultiplexing.,No physical optical link is implemented in the reported results. The authors propose transfer through an electro-optic modulator such as an MZM to fiber or free-space optical links.,Point-to-point next-generation high-speed fiber or space-laser communication concept; results are all-electronic numerical simulations.,numerical_analysis|simulation,Numerical all-electronic TMDMA link; claimed applicability to fiber and free-space optical links.,aerospace|other,coherent_optics|other,inferred,NR,NR,hybrid_optical,2,simulation,inferred,unavailable_or_NR,unavailable_or_NR,workflow_blank,workflow_blank,OISAC_SCR00091,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_resource_allocation|joint_design_or_optimization,numerical_analysis|simulation,coherent_optics,aerospace
STC-SINGLETON-SCR-00110,SCR-00110,SCR-00110,1,SCR-00110,Integrated Optical Camera Communication and Scene Sensing Based on Generative Adversarial Networks,Liu W.; Deng Q.; Yang Z.; Xiao F.; Zhou B.; Geng X.,2026,IEEE Transactions on Mobile Computing,10.1109/tmc.2025.3649981,,Article,https://www.scopus.com/pages/publications/105026406885?origin=resultslist,VLC_LiFi,system,shared_waveform|shared_hardware|shared_optical_carrier|joint_design_or_optimization|shared_application_scenario,reflected_optical_camera_communication|stripe_decoding,scene_image_reconstruction|scene_recognition,"M=4 pulse-width modulation stripes superposed on reflected indoor-scene images; tested at 64, 128 and 256 bps per frame.",LED illumination/reflection path and rolling-shutter CMOS camera; the received image is the common communication and scene-sensing input.,Indoor reflected optical camera communication with background-scene sensing under low and varying encoded-image SNR.,dataset_based|laboratory_experiment|mixed,Synthetic unseen indoor scenes from Hypersim plus real measurement photos across broad SNR conditions.,smart_infrastructure|other,ML_AI|other,inferred,mentioned_no_access,NR,VLC_LiFi,4,enhanced_simulation_or_dataset|laboratory_experiment|mixed_unspecified,inferred,unavailable_or_NR,unavailable_or_NR,workflow_blank,workflow_blank,OISAC_SCR00110,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_optical_carrier|joint_design_or_optimization|shared_application_scenario,dataset_based|laboratory_experiment|mixed,ML_AI,smart_infrastructure
STC-SINGLETON-SCR-00123,SCR-00123,SCR-00123,1,SCR-00123,Glass fiber-based integrated sensing and communication system for vehicular applications,Zhang F.; Liu Z.; Cheng C.; Qian Z.; Zhang M.; Luo Z.; Tang M.,2026,Advanced Photonics Nexus,10.1117/1.apn.5.1.016011,,Article,https://www.scopus.com/pages/publications/105031667028?origin=resultslist,fiber,system,shared_link_or_channel|shared_application_scenario,high_speed_in_vehicle_data_transmission,distributed_temperature_monitoring,106.25 Gb/s PAM-4 at 850 nm for communication; 1550 nm 2 ns probe pulses with spontaneous Raman anti-Stokes/Stokes backscatter for RDTS.,800GBASE-SR8 QSFP-DD optical module with VCSEL/PD arrays; OM4 fiber and FC/APC connectors; two WDM-2 units for communication/RDTS integration; APDs and 500 MSa/s acquisition for sensing.,In-vehicle optical backbone connecting centralized compute/ECUs while monitoring distributed temperature of thermal-management components.,laboratory_experiment|prototype_testbed,"Laboratory-emulated harsh vehicular temperature, vibration and connector-misalignment conditions.",vehicular|industrial|smart_infrastructure,fiber_DAS|ML_AI|other,not_applicable,on_request,on_request,fiber,5,controlled_prototype|laboratory_experiment,not_applicable,on_request,on_request,workflow_blank,workflow_blank,OISAC_SCR00123,missing_from_current_bib,,,,shared_link_or_channel|shared_application_scenario,laboratory_experiment|prototype_testbed,ML_AI|fiber_DAS,vehicular|industrial|smart_infrastructure
STC-SINGLETON-SCR-00151,SCR-00151,SCR-00151,1,SCR-00151,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,Yang B.; Tang J.; Cheng C.; Fan L.; Yang P.; Wang S.; Zhao T.; Liang J.; Gao S.; Wei J.; Yao Y.; Yang Y.,2025,Journal of Lightwave Technology,10.1109/jlt.2024.3510371,,Article,https://www.scopus.com/pages/publications/105001079884?origin=resultslist,fiber,system,shared_waveform|shared_hardware|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,coherent_DSCM_data_transmission,forward_phase_vibration_sensing|cable_identification,Four dual-polarization 8 GBaud/s 16QAM subcarriers at +/-5 and +/-15 GHz with two pilot tones at +/-10 GHz and 2 GHz subcarrier spacing.,"1550 nm 100 kHz-linewidth ECL transmitter/local oscillator, coherent receiver, SSMF, EDFA, PZT vibration actuator, AWG and real-time oscilloscope.","Forward coherent fiber transmission for optical-network operation and maintenance, including co-cable identification.",simulation|laboratory_experiment|mixed,Numerical coherent DSCM model and laboratory SSMF/PZT testbed under 10-40 kHz vibration.,optical_access_network|datacenter|other,coherent_optics|other,inferred,NR,NR,fiber,4,laboratory_experiment|mixed_unspecified|simulation,inferred,unavailable_or_NR,unavailable_or_NR,workflow_blank,workflow_blank,OISAC_SCR00151,doi_exact,O_ISAC_076,Integrated Communication and Enhanced Forward Phase-Based Sensing Based on Frequency-Domain Pilot Tones in DSCM Systems Using 100 kHz ECLs,10.1109/jlt.2024.3510371,shared_waveform|shared_hardware|shared_link_or_channel|shared_resource_allocation|joint_design_or_optimization,simulation|laboratory_experiment|mixed,coherent_optics,datacenter|optical_access_network
STC-SINGLETON-SCR-00160,SCR-00160,SCR-00160,1,SCR-00160,Photonic Generation of Joint Amplitude-Frequency Modulated Waveform for THz Integrated Sensing and Communication,Che M.; Li B.; Tang H.; Ye S.; Kamiura Y.; Kato K.,2025,Microwave and Optical Technology Letters,10.1002/mop.70216,,Article,https://www.scopus.com/pages/publications/105004407548?origin=resultslist,photonic_THz,system,shared_waveform|shared_hardware|shared_optical_carrier|joint_design_or_optimization,THz_2ASK_data_transmission,SFCW_radar_waveform_generation|target_detection_potential,Joint amplitude-frequency modulation: up-sawtooth SFCW with 5 GHz steps across 280-320 GHz and concurrent 2ASK/NRZ data.,"Integrated tunable laser array with adjacent free-running DFB lasers, electro-optic intensity modulator, EDFA/OBPF and custom UTC-PD on SiC for optical-to-THz photomixing.","Proof-of-concept photonic THz ISAC transmitter, motivated by future autonomous-vehicle radar and communication.",laboratory_experiment|prototype_testbed,Discrete-module laboratory proof of waveform generation and 2ASK communication; sensing/radar performance is not experimentally validated.,vehicular|6G_access|other,photonic_THz_generation|photonic_integration|other,inferred,on_request,NA,photonic_THz,5,controlled_prototype|laboratory_experiment,inferred,on_request,NA,workflow_blank,workflow_blank,OISAC_SCR00160,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_optical_carrier|joint_design_or_optimization,laboratory_experiment|prototype_testbed,photonic_integration|photonic_THz_generation,6G_access|vehicular
STC-SINGLETON-SCR-00177,SCR-00177,SCR-00177,1,SCR-00177,Integrated photonic ultrawideband real-time spectrum sensing for 6G wireless networks,Tao Y.; Feng H.; Fang Y.; Xie X.; Zeng Y.; Wu Y.; Ge T.; Zhang Y.; Chen Z.; Tao Z.; Xu J.; Shu H.; Wang X.; Yu X.; Wang C.,2026,Nature Communications,10.1038/s41467-026-70389-0,,Article,https://www.scopus.com/pages/publications/105036176452?origin=resultslist,photonic_THz,multi_level,shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,dynamic_QPSK_wireless_communication,real_time_spectrum_sensing|FMCW_target_ranging|radar_imaging_simulation,Two independent 1.5 Gbaud/s QPSK streams with time-varying carrier occupancy; radar uses 1 GHz FMCW waveforms selected by RT-SS-guided dynamic spectrum access.,"TFLN chip integrating broadband MZM, recycling phase modulator/EO comb and four-channel EO-scanned microring filter bank; photodetectors and low-speed oscilloscope/electronics perform frequency-to-time mapping.",Proof-of-concept 6G ISAC base-station scenario with communication as primary spectrum user and radar as secondary dynamic-access user.,laboratory_experiment|prototype_testbed|simulation|mixed,TFLN chip laboratory characterization; quasi-real-time ISAC ranging experiment in 20-26 GHz; simulated 2D radar imaging.,6G_access|vehicular|smart_infrastructure,photonic_integration|photonic_THz_generation|FMCW|other,direct,open,NR,photonic_THz,5,controlled_prototype|laboratory_experiment|mixed_unspecified|simulation,direct,open,unavailable_or_NR,workflow_blank,workflow_blank,OISAC_SCR00177,missing_from_current_bib,,,,shared_resource_allocation|joint_design_or_optimization|shared_application_scenario,simulation|laboratory_experiment|prototype_testbed|mixed,photonic_integration|photonic_THz_generation|FMCW,6G_access|vehicular|smart_infrastructure
STC-SINGLETON-SCR-00185,SCR-00185,SCR-00185,1,SCR-00185,Integrated Terahertz FMCW Radar and FSK Communication Enabled by High-Speed Wavelength Tunable Lasers,Kaide R.; Ye S.; Wang Y.; Mikami Y.; Ueda Y.; Kato K.,2025,Photonics,10.3390/photonics12100977,,Article,https://www.scopus.com/pages/publications/105020239575?origin=resultslist,photonic_THz,system,shared_hardware|shared_resource_allocation,THz_2FSK_data_transmission,FMCW_target_ranging,Online 2 Gbit/s binary FSK generated by direct optical-frequency switching (279.9/277.9 GHz) and a triangular FMCW chirp spanning 237.3-245.2 GHz with an 800 ns period. The FSK and FMCW components occupy distinct THz bands and show no spectral overlap.,"RTF-LD1 for 2FSK, RTF-LD2 for FMCW chirping, a 192.7200 THz fixed-wavelength laser, optical coupler, EDFA, ASE filter, and one SiC-based UTC-PD photomixer; SHM/envelope-detector/BERT communication receiver and FMBD beat-frequency radar receiver.",Benchtop photonics-assisted THz ISAC transmitter with metallic-waveguide communication reception and free-space Michelson-type FMCW ranging over several tens of centimeters.,laboratory_experiment|prototype_testbed,Controlled laboratory tests. Communication is assessed through a WR-3.4 waveguide receiver while the FMCW component is active. Ranging is assessed at five target positions from 18.6 to 47.9 cm while the FSK component is active.,6G_access|vehicular|other,photonic_THz_generation|photonic_integration|FMCW|other,direct,on_request,NR,photonic_THz,5,controlled_prototype|laboratory_experiment,direct,on_request,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00185,missing_from_current_bib,,,,shared_hardware|shared_resource_allocation,laboratory_experiment|prototype_testbed,photonic_integration|photonic_THz_generation|FMCW,6G_access|vehicular
STC-SINGLETON-SCR-00189,SCR-00189,SCR-00189,1,SCR-00189,Sensing µm-scale vibrations in the Hz range within a THz communication system,Matsuda K.; Xu C.; Hess S.; Kulmer L.; Blatter T.; Fukui T.; Leuthold J.,2026,Optics Express,10.1364/oe.585124,,Article,https://www.scopus.com/pages/publications/105033391923?origin=resultslist,photonic_THz,system,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,THz_PS16QAM_data_transmission|BPSK_data_transmission,vibration_sensing|anomaly_detection|structural_health_monitoring,Two 40 GBd probabilistically shaped 16QAM channels (entropy 3.78) plus a 4 MBd BPSK channel are frequency-multiplexed into a photonic THz signal. An optical frequency comb with 28.75 GHz spacing supplies two tones separated by 230 GHz for the low-phase-noise BPSK sensing channel.,"100 Hz-linewidth laser, phase modulator and wavelength-selective switch for the optical frequency comb; two additional 10 kHz-linewidth lasers and common IQ modulator for PS-16QAM; UTC-PD photomixer, THz horn/lens link, mixer/LO receiver and DSP.",Five-meter forward-transmitted THz free-space link with a vibrating mirror used to emulate transmitter motion; base-station receiver performs both communication recovery and vibration/anomaly sensing.,analytical|dataset_based|laboratory_experiment|prototype_testbed|mixed,Controlled 5 m link with sinusoidal mirror vibrations from 5 to 45 Hz and replay of field-measured acceleration from a 9 m outdoor tower under healthy and simulated-damage states.,smart_infrastructure|industrial|6G_access|other,photonic_THz_generation|coherent_optics|other,direct,on_request,NR,photonic_THz,5,analytical_theoretical|controlled_prototype|enhanced_simulation_or_dataset|laboratory_experiment|mixed_unspecified,direct,on_request,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00189,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,analytical|dataset_based|laboratory_experiment|prototype_testbed|mixed,coherent_optics|photonic_THz_generation,6G_access|industrial|smart_infrastructure
STC-SINGLETON-SCR-00196,SCR-00196,SCR-00196,1,SCR-00196,Adaptive visible light integrated sensing and communication for cable-free virtual reality,Li Z.; Shi J.; Shen C.; Zhang Y.; Zhang J.; Chi N.,2025,Photonics Research,10.1364/prj.561888,"Li, Z., Shi, J., Shen, C., Zhang, Y., Zhang, J., & Chi, N. (2025). Adaptive visible light integrated sensing and communication for cable-free virtual reality. Photonics Research, 13(9), 2453-2463. https://doi.org/10.1364/PRJ.561888",Article,https://www.scopus.com/pages/publications/105014930410?origin=resultslist,VLC_LiFi,system,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,data_transmission|control_signaling,localization,Bit-power-loaded DMT with 256 subcarriers and Hermitian symmetry; QPSK training; spatio-temporal structured illumination; intensity scaling alpha=1/4; DC blocking and high-pass separation.,225 mW broadband fluorescent white laser diode; DLP4100 DMD at 20 kHz; projection and collection optics; APD210A 1 GHz receiver; 4 GSa/s AWG and oscilloscope.,Two-metre free-space visible-light link with a 0.6 m x 0.6 m illumination field; additional 3 m beamforming test over 0.9 m x 0.9 m.,laboratory_experiment|prototype_testbed,Static and dynamic receiver localization in a controlled indoor free-space volume; cable-free high-throughput VR video demonstration.,6G_access|indoor_positioning|other,beamforming|other,direct,on_request,NR,VLC_LiFi,5,controlled_prototype|laboratory_experiment,direct,on_request,unavailable_or_NR,conditional,conditional,OISAC_SCR00196,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_optical_carrier|shared_link_or_channel|joint_design_or_optimization,laboratory_experiment|prototype_testbed,beamforming,6G_access|indoor_positioning
STC-SINGLETON-SCR-00210,SCR-00210,SCR-00210,1,SCR-00210,Software-Defined Radio Experimental Validation of an OTFS-Based ISAC for Velocity Estimation in an ARoF Setup,Tihomorskis N.; Migla S.; Aghda O.A.; Rubuls K.; Krumins N.; Novikova O.; Braunfelds J.; Spolitis S.; Ozolins O.; Aboltins A.,2026,Technologies,10.3390/technologies14050262,,Article,https://www.scopus.com/pages/publications/105040058424?origin=resultslist,hybrid_optical,system,shared_waveform|shared_hardware|shared_link_or_channel|joint_design_or_optimization,OTFS_QAM_data_transmission,velocity_estimation|movement_direction_detection|monostatic_radar,"Discrete-Zak-transform OTFS with QAM data in a 16 x 10 delay-Doppler grid, one pilot/zero-padding region, a 16-sample CP, 7 ms frame time, 22.727 kHz OTFS signal bandwidth and 6 GHz RF carrier. The QAM order is not explicitly stated in the report text.","1550 nm continuous-wave laser, Mach-Zehnder modulators at central and remote units, two 400 m SMF spans, 90/10 power taps and InGaAs/InP PIN photodiodes; 6 GHz horn antennas connect the ARoF link to the wireless sensing path.","Centralized-radio-access/ARoF testbed with 800 m SMF between central and remote antenna units, followed by a short-range 6 GHz monostatic wireless reflection path.",simulation|laboratory_experiment|prototype_testbed|mixed,Controlled indoor laboratory tests with a static metal reflector and a motorized moving reflector at approximately 0.15 m/s; received-power and artificial-CFO sweeps evaluate communication behavior.,6G_access|vehicular|industrial|other,other,direct,open,NR,hybrid_optical,5,controlled_prototype|laboratory_experiment|mixed_unspecified|simulation,direct,open,unavailable_or_NR,descriptive_only,insufficient_information,OISAC_SCR00210,missing_from_current_bib,,,,shared_waveform|shared_hardware|shared_link_or_channel|joint_design_or_optimization,simulation|laboratory_experiment|prototype_testbed|mixed,other,6G_access|vehicular|industrial
