metric_record_id,study_cluster_id,source_screening_record_id,condition_set_id,tradeoff_id,metric_domain,metric_family_code,metric_name_reported,measurement_plane_code,validation_type_code,result_representation,comparison_operator,value_numeric,value_low,value_high,uncertainty_type,uncertainty_value,unit_reported,value_status,value_origin,normalization_status,normalized_value,normalized_unit,normalization_formula,normalization_input_ids,scenario_summary,baseline_comparator,comparison_group_id,metric_comparability_class,metric_comparison_admissibility_class,pdf_page,section_heading,table_id,figure_id,equation_id,verification_status,conflict_flag,schema_version,final_claim_status,final_survey_use_class,final_comparison_admissibility,cross_study_quantitative_comparison_allowed,final_reason_code,independent_human_status,source_workbook_sha256
MET-R15-SCR01101-039,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-COMM-RESULT,,communication,BER_threshold,20% SD-FEC threshold,communication_receiver,laboratory_experiment,threshold,le,0.024,,,,,BER,reported,reported,not_normalized,,,,,10-GBaud 16QAM and 64QAM,,,descriptive_only,insufficient_information,4,Communication Results,,Figure 6,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01101-040,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-COMM-RESULT,,communication,FEC_overhead,SD-FEC overhead,communication_receiver,laboratory_experiment,scalar,eq,20,,,,,%,reported,reported,not_normalized,,,,,BER acceptance threshold,,,descriptive_only,insufficient_information,4,Communication Results,,Figure 6,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01101-041,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-COMM-RESULT,,communication,line_rate,achieved communication line rate,wireless_link,laboratory_experiment,scalar,eq,48,,,,,Gbit/s,reported,reported,not_normalized,,,,,W-band integrated experiment,,,descriptive_only,insufficient_information,4,Communication Results; Conclusion,,Figure 6,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01101-042,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-RADAR-DISTANCE,,sensing,reference_distance,reference target distance,radar_target,laboratory_experiment,scalar,eq,1,,,,,m,reported,reported,not_normalized,,,,,Stationary metallic target,,,descriptive_only,insufficient_information,4,Radar Experiment,,Figure 7,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01101-043,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-RADAR-DISTANCE,,sensing,physical_displacement,target displacement from reference,radar_target,laboratory_experiment,scalar,eq,50,,,,,cm,reported,reported,not_normalized,,,,,Single-target distance test,,,descriptive_only,insufficient_information,4,Radar Experiment,,Figure 7,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01101-044,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-RADAR-DISTANCE,,sensing,dechirped_peak_frequency,reference spectral peak,dechirped_radar_output,laboratory_experiment,scalar,eq,10.33,,,,,GHz,reported,reported,not_normalized,,,,,Reference position,,,descriptive_only,insufficient_information,4,Radar Experiment,,Figure 7,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01101-045,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-RADAR-DISTANCE,,sensing,radar_peak_SNR,reference peak SNR,dechirped_radar_output,laboratory_experiment,scalar,eq,21,,,,,dB,reported,reported,not_normalized,,,,,Reference position peak,,,descriptive_only,insufficient_information,4,Radar Experiment,,Figure 7,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01101-046,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-RADAR-DISTANCE,,sensing,measured_distance_difference,computed target distance difference,radar_output,laboratory_experiment,scalar,eq,52.5,,,,,cm,reported,reported,not_normalized,,,,,Physical displacement 50 cm,,,descriptive_only,insufficient_information,4,Radar Experiment,,Figure 7,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01101-047,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-RADAR-RESOLUTION,,sensing,physical_target_separation,two-reflector physical separation,radar_target,laboratory_experiment,scalar,eq,2,,,,,cm,reported,reported,not_normalized,,,,,Two static metallic reflectors,,,descriptive_only,insufficient_information,4,Radar Experiment,,Figure 8,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01101-048,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-RADAR-RESOLUTION,,sensing,spectral_peak_spacing,two-target dechirped spectral spacing,dechirped_radar_output,laboratory_experiment,scalar,eq,0.14,,,,,GHz,reported,reported,not_normalized,,,,,Two static metallic reflectors,,,descriptive_only,insufficient_information,4,Radar Experiment,,Figure 8,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01101-049,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-RADAR-RESOLUTION,,sensing,range_resolution,measured effective range resolution,radar_output,laboratory_experiment,scalar,eq,2.1,,,,,cm,reported,reported,not_normalized,,,,,Two physical reflectors separated by 2 cm,,,descriptive_only,insufficient_information,4,Radar Experiment; Conclusion,,Figure 8,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01101-050,STC-SINGLETON-SCR-01101,SCR-01101,CS-SCR01101-RADAR-THEORY,,sensing,theoretical_range_resolution,bandwidth-limited theoretical range resolution,theory,numerical_simulation,scalar,eq,1.5,,,,,cm,reported,reported,not_normalized,,,,,10-GHz-bandwidth detection signal,,,descriptive_only,insufficient_information,4,Radar Experiment,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-001,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-WAVEFORM,,joint,pilot_tone_count,embedded frequency-domain pilot tones,transmitter,numerical_simulation,scalar,eq,2,,,,,pilot tones,reported,reported,not_normalized,,,,,One placement pattern across X/Y polarization subcarrier intervals,,,descriptive_only,insufficient_information,1,II. Principles,,Figure 1,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-002,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-WAVEFORM,,communication,modulation_order,communication modulation,transmitter,numerical_simulation,categorical_numeric,eq,16,,,,,QAM order,reported,reported,not_normalized,,,,,DSCM communication waveform,,,descriptive_only,insufficient_information,2,III. Simulation Model,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-003,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-WAVEFORM,,communication,pulse_shaping_rolloff,Nyquist roll-off factor,transmitter,numerical_simulation,scalar,eq,0.01,,,,,dimensionless,reported,reported,not_normalized,,,,,DP-16QAM Nyquist shaping,,,descriptive_only,insufficient_information,2,III. Simulation Model,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-004,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-WAVEFORM,,joint,pilot_signal_power_ratio,FPT PSR,transmitter,numerical_simulation,scalar,eq,-15,,,,,dB,reported,reported,not_normalized,,,,,Embedded frequency-domain pilots,,,descriptive_only,insufficient_information,2,III. Simulation Model,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-005,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LINK,,joint,laser_linewidth,transmitter and LO linewidth,coherent_front_end,numerical_simulation,scalar,eq,100,,,,,Hz,reported,reported,not_normalized,,,,,Both transmitter laser and local oscillator,,,descriptive_only,insufficient_information,2,III. Simulation Model,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-006,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LINK,,joint,fiber_length,fiber link length,link,numerical_simulation,scalar,eq,40,,,,,km,reported,reported,not_normalized,,,,,Single-channel unidirectional link,,,descriptive_only,insufficient_information,2,III. Simulation Model,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-007,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LINK,,joint,sampling_rate,receiver sampling rate,receiver,numerical_simulation,scalar,eq,128,,,,,GSa/s,reported,reported,not_normalized,,,,,Simulated coherent receiver,,,descriptive_only,insufficient_information,2,III. Simulation Model,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-008,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LINK,,joint,OSNR,simulation OSNR,receiver,numerical_simulation,scalar,eq,25,,,,,dB,reported,reported,not_normalized,,,,,ASE-noise condition,,,descriptive_only,insufficient_information,2,III. Simulation Model,,Figures 3-6,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-009,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LINK,,communication,frequency_offset,fixed frequency offset,coherent_receiver,numerical_simulation,scalar,eq,2,,,,,GHz,reported,reported,not_normalized,,,,,FPT-based frequency-offset estimation,,,descriptive_only,insufficient_information,2,III. Simulation Model,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-010,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-POSITION-TEST,,sensing,vibration_phase_amplitude,position-test vibration amplitude,simulated_vibration,numerical_simulation,scalar,eq,30,,,,,rad,reported,reported,not_normalized,,,,,Position/non-reciprocity test,,,descriptive_only,insufficient_information,2,IV. Simulation Results,,Figure 4,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-011,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-POSITION-TEST,,sensing,vibration_frequency,position-test vibration frequency,simulated_vibration,numerical_simulation,scalar,eq,1,,,,,MHz,reported,reported,not_normalized,,,,,Position/non-reciprocity test,,,descriptive_only,insufficient_information,2,IV. Simulation Results,,Figure 4,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-012,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-POSITION-TEST,,sensing,tested_position_count,tested vibration positions,fiber_link,numerical_simulation,scalar,eq,5,,,,,positions,reported,reported,not_normalized,,,,,Noise-free and 25 dB OSNR comparisons,,,descriptive_only,insufficient_information,2,IV. Simulation Results,,Figure 4,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-013,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-FREQ-SLOPE,,sensing,vibration_position,frequency-study vibration position,fiber_link,numerical_simulation,scalar,eq,20,,,,,km,reported,reported,not_normalized,,,,,Frequency/amplitude sensitivity studies,,,descriptive_only,insufficient_information,3,IV. Simulation Results,,Figure 5,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-014,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-FREQ-SLOPE,,sensing,vibration_frequency_lower_bound,non-reciprocity frequency-study minimum,simulated_vibration,numerical_simulation,range_bound,eq,100,,,,,kHz,reported,reported,not_normalized,,,,,"Also tested at 500 and 1000 kHz, 30 rad, 20 km",,,descriptive_only,insufficient_information,3,IV. Simulation Results,,Figure 5(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-015,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-FREQ-SLOPE,,sensing,vibration_frequency_upper_bound,non-reciprocity frequency-study maximum,simulated_vibration,numerical_simulation,range_bound,eq,1000,,,,,kHz,reported,reported,not_normalized,,,,,"Also tested at 100 and 500 kHz, 30 rad, 20 km",,,descriptive_only,insufficient_information,3,IV. Simulation Results,,Figure 5(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-016,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-AMP-SLOPE,,sensing,vibration_amplitude_lower_bound,amplitude-study minimum,simulated_vibration,numerical_simulation,range_bound,eq,5,,,,,rad,reported,reported,not_normalized,,,,,1 MHz vibration at 20 km,,,descriptive_only,insufficient_information,3,IV. Simulation Results,,Figure 5(b),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-017,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-AMP-SLOPE,,sensing,vibration_amplitude_upper_bound,amplitude-study maximum,simulated_vibration,numerical_simulation,range_bound,eq,30,,,,,rad,reported,reported,not_normalized,,,,,1 MHz vibration at 20 km,,,descriptive_only,insufficient_information,3,IV. Simulation Results,,Figure 5(b),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-018,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LOC-AMP,,sensing,localization_test_frequency,amplitude-sweep localization frequency,simulated_vibration,numerical_simulation,scalar,eq,500,,,,,kHz,reported,reported,not_normalized,,,,,"Localization at 10, 20 and 30 rad",,,descriptive_only,insufficient_information,3,IV. Simulation Results,,Figure 6(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-019,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LOC-AMP,,sensing,localization_test_amplitude_minimum,localization amplitude minimum,simulated_vibration,numerical_simulation,range_bound,eq,10,,,,,rad,reported,reported,not_normalized,,,,,Also tested at 20 and 30 rad; 500 kHz,,,descriptive_only,insufficient_information,3,IV. Simulation Results,,Figure 6(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-020,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LOC-AMP,,sensing,localization_test_amplitude_maximum,localization amplitude maximum,simulated_vibration,numerical_simulation,range_bound,eq,30,,,,,rad,reported,reported,not_normalized,,,,,Also tested at 10 and 20 rad; 500 kHz,,,descriptive_only,insufficient_information,3,IV. Simulation Results,,Figure 6(a),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-021,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LOC-FREQ,,sensing,localization_test_frequency_minimum,frequency-sweep localization minimum,simulated_vibration,numerical_simulation,range_bound,eq,400,,,,,kHz,reported,reported,not_normalized,,,,,"Also tested at 600, 800 and 1000 kHz; 30 rad",,,descriptive_only,insufficient_information,3,IV. Simulation Results,,Figure 6(b),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-022,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LOC-FREQ,,sensing,localization_test_frequency_maximum,frequency-sweep localization maximum,simulated_vibration,numerical_simulation,range_bound,eq,1000,,,,,kHz,reported,reported,not_normalized,,,,,"Also tested at 400, 600 and 800 kHz; 30 rad",,,descriptive_only,insufficient_information,3,IV. Simulation Results,,Figure 6(b),,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-023,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LOC-SUMMARY,,sensing,localization_standard_deviation,localization standard deviation upper bound,localization_output,numerical_simulation,bound,lt,500,,,,,m,reported,reported,not_normalized,,,,,500-1000 kHz vibration-frequency range over 40 km,,,descriptive_only,insufficient_information,3,V. Conclusion,,Figure 6,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-024,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LOC-SUMMARY,,sensing,validated_frequency_lower_bound,frequency range for below-500-m standard deviation,localization_output,numerical_simulation,range_bound,eq,500,,,,,kHz,reported,reported,not_normalized,,,,,Conclusion localization summary,,,descriptive_only,insufficient_information,3,V. Conclusion,,Figure 6,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01103-025,STC-SINGLETON-SCR-01103,SCR-01103,CS-SCR01103-LOC-SUMMARY,,sensing,validated_frequency_upper_bound,frequency range for below-500-m standard deviation,localization_output,numerical_simulation,range_bound,eq,1000,,,,,kHz,reported,reported,not_normalized,,,,,Conclusion localization summary,,,descriptive_only,insufficient_information,3,V. Conclusion,,Figure 6,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-001,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-COMM-BASE,,communication,gross_bit_rate,confidential OOK signal rate,transmitter,laboratory_experiment,scalar,eq,28,,,,,Gbps,reported,reported,not_normalized,,,,,Confidential message channel,,,descriptive_only,insufficient_information,1,Abstract,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-002,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-COMM-BASE,,communication,modulation_order,OOK modulation,transmitter,laboratory_experiment,categorical_numeric,eq,2,,,,,intensity levels,reported,reported,not_normalized,,,,,28-Gbps confidential message,,,descriptive_only,insufficient_information,1,Abstract,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-003,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-COMM-BASE,,communication,transmission_distance,secure OOK transmission distance,fiber_link,laboratory_experiment,scalar,eq,20,,,,,km,reported,reported,not_normalized,,,,,Encrypted OOK message with legitimate mirror decryption,,,descriptive_only,insufficient_information,1,Abstract,,,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-004,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-COMM-BASE,,communication,optical_carrier_wavelength,OOK message carrier wavelength,transmitter,laboratory_experiment,scalar,eq,1550.12,,,,,nm,reported,reported,not_normalized,,,,,Message encryption path,,,descriptive_only,insufficient_information,4,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-005,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RELFM-BASE,,joint,random_envelope_modulation_order,RE-PAM4 envelope format,waveform_generator,laboratory_experiment,categorical_numeric,eq,4,,,,,amplitude levels,reported,reported,not_normalized,,,,,Random envelope on single-sideband LFM drive/probe,,,descriptive_only,insufficient_information,2,2. Principle and Experimental Setup,,Figure 1,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-006,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RELFM-BASE,,joint,symbol_rate,RE-PAM4 symbol rate,waveform_generator,laboratory_experiment,scalar,eq,14,,,,,GBaud,reported,reported,not_normalized,,,,,Common chaotic drive and sensing probe,,,descriptive_only,insufficient_information,3,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-R15-SCR01105-007,STC-SINGLETON-SCR-01105,SCR-01105,CS-SCR01105-RELFM-BASE,,joint,chirp_rate,LFM chirp rate,waveform_generator,laboratory_experiment,scalar,eq,5000000000000,,,,,Hz/s,reported,reported,not_normalized,,,,,RE-LFM common drive/probe,,,descriptive_only,insufficient_information,3,2. Principle and Experimental Setup,,Figure 3,,survey_claim_eligible_gated,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
