Title,Authors,DOI,DOI link,Venue,Citation count,Year,Filename
High-capacity free-space optical communications using wavelength-and mode-division-multiplexing in the mid-infrared region,"Kaiheng Zou, Kai Pang, Haoqian Song, Jintao Fan, Zhe Zhao, Runzhou Zhang, Huibin Zhou, Amir Minoofar, Cong Liu, Xinzhou Su, Nanzhe Hu, Andrew Mcclung, Mahsa Torfeh, Amir Arbabi, Moshe Tur, Alan E Willner",-,-,,-,-,ISAC_016.pdf
Self-adaptive integrated photonic receiver for turbulence compensation in free space optical links,"Andres Ivan Martinez, Gabriele Cavicchi, Seyedmohammad Seyedinnavadeh, Francesco Zanet, Marco Sampietro, Alessandro D 'acierno, Francesco Morichetti, Andrea Melloni",-,-,,-,-,ISAC_018.pdf
Code-Division OFDM Joint Communication and Sensing System for 6G Machine-type Communication,"Xu Chen, Zhiyong Feng, Zhiqing Wei, Ping Zhang, Xin Yuan",-,-,,-,2023,ISAC_012.pdf
A Survey of Visible-Light-Communication-Based Indoor Positioning Systems,"Yang Yue, Chi-Wai Chow, Ruofan Wang, Guanchong Niu, Qi Cao, Chung Shue Chen, Siu-Wai Ho",-,-,,-,2024,ISAC_010.pdf
VLocSense: Integrated VLC System for Indoor Passive Localization and Human Sensing,"Jiarong Li, Chihan Xu, Junhao Gong, Weihua Gui, Chaobo Zhang, Xiaojun Liang, Wenbo Ding",-,-,,-,-,ISAC_008.pdf
OFDM-IM for Joint Communication and Radar-Sensing: A Promising Waveform for Dual Functionality,"Mehmet Mert Şahin, Ilter Erol Gurol, Emre Arslan, Ertugrul Basar, Huseyin Arslan, Mehmet Mert Şahin",-,-,,-,2021,ISAC_011.pdf
An indoor IoT-based LiFi system using LEDs for sensor data transfer,"Mostafa A R Eltokhy, Mohamed Abdel-Hady, Ayman Haggag, Hisham A Hamad, Tarek Hosny, Ahmed A F Youssef, Ali M El-Rifaie",-,-,,-,2025,ISAC_009.pdf
Optical Integrated Sensing and Communication with Light-Emitting Diode,"Runxin Zhang, Yulin Shao, Menghan Li, Lu Lu, Yonina C Eldar",-,-,,-,2024,ISAC_002.pdf
ATMOSPHERIC DATA FOR OPTICAL COMMUNICATION SYSTEMS,-,-,-,,-,-,FSO_015.pdf
Assessment of adaptive optics-corrected optical links statistics from integrated turbulence parameters through a Gaussian process metamodel,"Emile Klotz, Sidonie Lefebvre, Nicolas Vedrenne, Christian Musso, Sylvain Poulenard, Thierry Fusco",-,-,,-,-,FSO_014.pdf
Opto-thermo-mechanical phenomena in satellite free-space optical communications: survey and challenges,"Mario Badás, Pierre Piron, Jasper Bouwmeester, Jérôme Loicq, Hans Kuiper, Eberhard Gill",-,-,,-,-,FSO_006.pdf
High-capacity free-space optical link in the midinfrared thermal atmospheric windows using unipolar quantum devices,"Pierre Didier, Hamza Dely, Thomas Bonazzi, Olivier Spitz, Elie Awwad, Étienne Rodriguez, Angela Vasanelli, Carlo Sirtori, Frédéric Grillot",-,-,,-,2022,FSO_004.pdf
"The Refractive Index Structure
Parameter/Atmospheric Optical
Turbulence Model: CN2",-,-,-,,-,-,FSO_013.pdf
Link range optimisation for detection methods under scintillation effects on FSO system,"Sowmyaa Vathsan,  A Sasithradevi",-,-,,-,2025,FSO_012.pdf
Resilient adaptive polarized optical transmission for mitigating atmospheric turbulence in free space optics communication,"M H Anit Monisha, M R Geetha",-,-,,-,2025,FSO_011.pdf
Robust structured light in atmospheric turbulence,"Asher Klug, Cade Peters, Andrew Forbes",-,-,,-,2023,FSO_002.pdf
"Review on UAV-based FSO links: recent advances, challenges, and performance metrics","Aanchal Gupta, Divya Dhawan, Neena Gupta",-,-,,-,-,FSO_007.pdf
Turbulence-resilient pilot-assisted self-coherent free-space optical communications using automatic optoelectronic mixing of many modes,"Runzhou Zhang, Nanzhe Hu, Huibin Zhou, Kaiheng Zou, Xinzhou Su, Yiyu Zhou, Haoqian Song, Kai Pang, Amir Minoofar, Zhe Zhao, Cong Liu, Karapet Manukyan, Ahmed Almaiman, Brittany Lynn, Robert W Boyd, Moshe Tur, Alan E Willner",-,-,,-,-,FSO_003.pdf
Fiber bundle-based beam tracking approach for free space optical communications link optimization,"Krunal Patel, Michelle O'toole, Katherine Newell, Radha Venkat, Hala Tomey",-,-,,-,-,FSO_001.pdf
Investigation of turbulence-tolerant free-space optical communications via multiplane light conversion,"Pak Cho, Paul M Pellegrino, Justin Bickford, Alexandros Bontzos",-,-,,-,-,FSO_008.pdf
Challenges for optical turbulence characterization and prediction at optical communication sites,"Florian Quatresooz, Gilles Orban De Xivry, Olivier Absil, Danielle Vanhoenacker-Janvier, Claude Oestges",-,-,,-,-,FSO_009.pdf
Free-Space Optical Channel Turbulence Prediction: A Machine Learning Approach,"Zobaer Islam, Ethan Abele, Fahim Ferdous Hossain, Arsalan Ahmad, Sabit Ekin, John F O'hara",-,-,,-,2025,FSO_010.pdf
Multistep ahead atmospheric optical turbulence forecasting for free-space optical communication using empirical mode decomposition and LSTM-based sequence-to-sequence learning,"Yalin Li, Hongqun Zhang, Lang Li, Lu Shi, Yan Huang, Shiyao Fu, Muhsin Caner Gokce, Qi Chang",-,-,,-,2023,FSO_005.pdf
Optical beamforming networks for millimeter-wave wireless communications,"Fei Duan, Yuhao Guo, Zenghui Gu, Yanlong Yin, Yixin Wu, Teyan Chen",10.3390/app13148346,https://doi.org/10.3390/app13148346,Applied Sciences,-,2023,
Free space optical integrated sensing and communication based on LFM and CPM,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/LCOMM.2023.3332658,https://doi.org/10.1109/LCOMM.2023.3332658,IEEE Communications Letters,-,2023,
Artificial intelligence in meta-optics,"Mu Ku Chen, Xiaoyuan Liu, Yanni Sun, Din Ping Tsai",10.1021/acs.chemrev.2c00012,https://doi.org/10.1021/acs.chemrev.2c00012,Chemical Reviews,-,2022,
"A Survey on Hybrid Free Space Optical and Radio Frequency Systems: Classification, Progress, Observations and Challenges","Heyam Hassan, Saud Althunibat, Amneh Al-Mbaideen, Mazen Hasna, Khalid Qaraqe",-,-,IEEE Access,-,2025,
Posterior Probability-Based Symbol Detection Algorithm for CPM in Underwater Acoustic Channels,"Ruigang Han, Ning Jia, Yufei Liu, Jianchun Huang, Suna Qu, Shengming Guo",10.3390/jmse13040800,https://doi.org/10.3390/jmse13040800,Journal of Marine Science and Engineering,-,2025,
Adaptive Resource Allocation in ADO-OFDM for Optical Wireless Integrated Sensing and Communication,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/GLOBECOM52923.2024.10901628,https://doi.org/10.1109/GLOBECOM52923.2024.10901628,GLOBECOM 2024-2024 IEEE Global Communications Conference,-,2024,
A review of dielectric optical metasurfaces for wavefront control,"Seyedeh Mahsa Kamali, Ehsan Arbabi, Amir Arbabi, Andrei Faraon",10.1515/nanoph-2017-0129,https://doi.org/10.1515/nanoph-2017-0129,Nanophotonics,-,2018,
RIS-assisted visible light communication systems: A tutorial,"Sylvester Aboagye, Alain R Ndjiongue, Telex MN Ngatched, Octavia A Dobre, H Vincent Poor",10.1109/COMST.2022.3225859,https://doi.org/10.1109/COMST.2022.3225859,IEEE Communications Surveys & Tutorials,-,2022,
Bidirectional retroreflective optical ISAC using time division duplexing and clipped OFDM,"Haochuan Wang, Chen Chen, Zhihong Zeng, Sihua Shao, Harald Haas",10.1109/LPT.2025.3541038,https://doi.org/10.1109/LPT.2025.3541038,IEEE Photonics Technology Letters,-,2025,
Optical Wireless Integrated Sensing and Communication Based on EADO-OFDM: A Flexible Resource Allocation Perspective,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/TWC.2025.3557061,https://doi.org/10.1109/TWC.2025.3557061,IEEE Transactions on Wireless Communications,-,2025,
Phase-locked arrays of surface-emitting graded-photonic-heterostructure terahertz semiconductor lasers,"Yacine Halioua, Gangyi Xu, Souad Moumdji, Lianhe Li, Jingxuan Zhu, Edmund H Linfield, A Giles Davies, Harvey E Beere, David A Ritchie, Raffaele Colombelli",10.1364/OE.23.006915,https://doi.org/10.1364/OE.23.006915,Optics Express,-,2015,
Integrated Positioning and Communication Relying on Wireless Optical OFDM,"Chao Xu, Christos Masouros, Shinya Sugiura, Periklis Petropoulos, Robert G Maunder, Lie-Liang Yang, Harald Haas, Lajos Hanzo",10.1109/JSAC.2025.3543532,https://doi.org/10.1109/JSAC.2025.3543532,IEEE Journal on Selected Areas in Communications,-,2025,
Joint beamforming and UAV trajectory optimization for covert communications in ISAC networks,"Dan Deng, Wen Zhou, Xingwang Li, Daniel Benevides Da Costa, Derrick Wing Kwan Ng, Arumugam Nallanathan",10.1109/TWC.2024.3503726,https://doi.org/10.1109/TWC.2024.3503726,IEEE Transactions on Wireless Communications,-,2024,
Recent progress in active optical metasurfaces,"Lei Kang, Ronald P Jenkins, Douglas H Werner",10.1002/adom.201801813,https://doi.org/10.1002/adom.201801813,Advanced Optical Materials,-,2019,
Reconfigurable metasurfaces towards commercial success,"Tian Gu, Hyun Jung Kim, Clara Rivero-Baleine, Juejun Hu",10.1038/s41566-022-01099-4,https://doi.org/10.1038/s41566-022-01099-4,Nature Photonics,-,2023,
Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,"Shuhang Chen, Chen Chen, Zhihong Zeng, Yanbing Yang, Harald Haas",10.1109/LPT.2025.3570997,https://doi.org/10.1109/LPT.2025.3570997,IEEE Photonics Technology Letters,-,2025,
Free space optical integrated sensing and communication based on DCO-OFDM: performance metrics and resource allocation,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",10.1109/JIOT.2024.3469279,https://doi.org/10.1109/JIOT.2024.3469279,IEEE Internet of Things Journal,-,2024,
Technical concepts of automotive LiDAR sensors: a review,"Hanno Holzhüter, Jörn Bödewadt, Shima Bayesteh, Andreas Aschinger, Holger Blume",10.1117/1.OE.62.3.031213,https://doi.org/10.1117/1.OE.62.3.031213,Optical Engineering,-,2023,
Photonic-electronic integrated circuit-based coherent LiDAR engine,"Anton Lukashchuk, Halil Kerim Yildirim, Andrea Bancora, Grigory Lihachev, Yang Liu, Zheru Qiu, Xinru Ji, Andrey Voloshin, Sunil A Bhave, Edoardo Charbon",10.1038/s41467-024-47478-z,https://doi.org/10.1038/s41467-024-47478-z,Nature Communications,-,2024,
Fully integrated FMCW LiDAR optical engine on a single silicon chip,"Keyvan Sayyah, Raymond Sarkissian, Pamela Patterson, Biqin Huang, Oleg Efimov, Danny Kim, Ken Elliott, Louis Yang, David Hammon",10.1109/jlt.2022.3145711,https://doi.org/10.1109/jlt.2022.3145711,Journal of Lightwave Technology,-,2022,
Indium phosphide photonic integrated circuit transceiver for FMCW LiDAR,"Brandon J Isaac, Bowen Song, Sergio Pinna, Larry A Coldren, Jonathan Klamkin",10.1109/JSTQE.2019.2911420,https://doi.org/10.1109/JSTQE.2019.2911420,IEEE Journal of Selected Topics in Quantum Electronics,-,2019,
A survey on video streaming for next-generation vehicular networks,"Chenn-Jung Huang, Hao-Wen Cheng, Yi-Hung Lien, Mei-En Jian",10.3390/electronics13030649,https://doi.org/10.3390/electronics13030649,Electronics,-,2024,
Physical twinning for joint encoding-decoding optimization in computational optics: a review,"Liheng Bian, Xinrui Zhan, Rong Yan, Xuyang Chang, Hua Huang, Jun Zhang",10.1038/s41377-025-01810-4,https://doi.org/10.1038/s41377-025-01810-4,Light: Science & Applications,-,2025,
Continuous-aperture array (CAPA)-based wireless communications: Capacity characterization,"Boqun Zhao, Chongjun Ouyang, Xingqi Zhang, Yuanwei Liu",10.48550/arXiv.2406.15056,https://doi.org/10.48550/arXiv.2406.15056,arXiv preprint arXiv:2406.15056,-,2024,
Recent advancement in optical metasurface: fundament to application,"Naqeeb Ullah, Ruizhe Zhao, Lingling Huang",10.3390/mi13071025,https://doi.org/10.3390/mi13071025,Micromachines,-,2022,
"Engineering Optics 2.0: A Revolution in Optical Theories, Materials, Devices and Systems",Xiangang Luo,10.1007/978-981-13-5755-8,https://doi.org/10.1007/978-981-13-5755-8,Springer,-,2019,
A Photonics-Aided Integrated Sensing and Communication System in the W-Band Based on Integrated Waveforms,"Wenzhong He, Wen Zhou, Jiaxuan Liu, Xiongwei Yang, Yi Wei, Kaihui Wang, Jianjun Yu",-,-,"Wen and yu, jianjun, A Photonics-Aided Integrated Sensing and Communication System in the W-Band Based on Integrated Waveforms",-,-,ISAC_017.pdf
"Optical reconfigurable intelligent surfaces aided optical wireless communications: Opportunities, challenges, and trends","Haibo Wang, Zaichen Zhang, Bingcheng Zhu, Jian Dang, Liang Wu",-,-,IEEE Wireless Communications,-,2023,
Avalanche photodiodes with dual multiplication layers and ultra-high responsivity-bandwidth products for FMCW LiDAR system applications,"Zohauddin Ahmad, Sheng-I Kuo, You-Chia Chang, Rui-Lin Chao, None Naseem, Yi-Shan Lee, Yung-Jr Hung, Huang-Ming Chen, Jason Chen, Chee Seong Goh",10.1109/JSTQE.2021.3062637,https://doi.org/10.1109/JSTQE.2021.3062637,IEEE Journal of Selected Topics in Quantum Electronics,-,2021,
Optical metasurfaces for generating and manipulating optical vortex beams,"Hammad Ahmed, Hongyoon Kim, Yuebian Zhang, Yuttana Intaravanne, Jaehyuck Jang, Junsuk Rho, Shuqi Chen, Xianzhong Chen",10.1515/nanoph-2021-0746,https://doi.org/10.1515/nanoph-2021-0746,Nanophotonics,-,2022,
Mechanically reconfigurable metasurfaces: fabrications and applications,"Yinghao Zhao, Zhiguang Liu, Chongrui Li, Wenlong Jiao, Senlin Jiang, Xiaowei Li, Jiahua Duan, Jiafang Li",10.1038/s44310-024-00010-z,https://doi.org/10.1038/s44310-024-00010-z,npj Nanophotonics,-,2024,
Active optical phased array integrated within a micro-cantilever,"Sylvain Guerber, Daivid Fowler, Laurent Mollard, Christel Dieppedale, Gwenael Le Rhun, Antoine Hamelin, Jonathan Faugier-Tovar, Kim Abdoul-Carime",10.1038/s44172-024-00224-1,https://doi.org/10.1038/s44172-024-00224-1,Communications Engineering,-,2024,
Beam steering technology of optical phased array based on silicon photonic integrated chip,"Jinyu Wang, Ruogu Song, Xinyu Li, Wencheng Yue, Yan Cai, Shuxiao Wang, Mingbin Yu",10.3390/mi15030322,https://doi.org/10.3390/mi15030322,Micromachines,-,2024,
"Recent advances in optical wireless communications for 6g, wlans and beyond","Yuanqiu Luo, Admela Jukan, Krishna M Sivalingam, Xiaojun Cao, Suresh Subramaniam, Gangxiang Shen",10.1109/mwc.2023.10325445,https://doi.org/10.1109/mwc.2023.10325445,IEEE Wireless Communications,-,2023,
A review of phase-change materials and their potential for reconfigurable intelligent surfaces,"Randy Matos, Nezih Pala",10.3390/mi14061259,https://doi.org/10.3390/mi14061259,Micromachines,-,2023,
Optical Integrated Sensing and Communication for Cooperative Mobile Robotics: Design and Experiments,"Shengqian Wang, Henry Chen",-,-,,-,-,Optical_Integrated_Sensing_and_Communication_for_Cooperative_Mobile_Robotics_Design_and_Experiments.pdf
Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,"Haibo Wang, Zaichen Zhang, Yingmeng Ge, Bingcheng Zhu",-,-,,-,-,Optical_Integrated_Sensing_and_Communication_System_Based_on_Combination_of_OIRS_and_PD_Array_for_Mobile_Scenarios.pdf
"Free Space Optical Integrated Sensing and Communication
Based on LFM and CPM","Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",-,-,,-,2024,Free_Space_Optical_Integrated_Sensing_and_Communication_Based_on_LFM_and_CPM.pdf
High-Speed Flexible Near-Infrared Organic Photodetectors for Self-Powered Optical Integrated Sensing and Communications,"Yingjun Xia, Jing Zhang, Tingting Guo, Hui Wang, Chen Geng, Yu Zhu, Ruiman Han, Yanqing Yang, Guangkun Song, Xiangjian Wan, Guanghui Li, Yongsheng Chen",-,-,,-,2024,Adv Funct Materials - 2024 - Xia - High%E2%80%90Speed Flexible Near%E2%80%90Infrared Organic Photodetectors for Self%E2%80%90Powered Optical.pdf
Pulse Sequence Sensing and Pulse Position Modulation for Optical Integrated Sensing and Communication,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",-,-,,-,2023,Pulse_Sequence_Sensing_and_Pulse_Position_Modulation_for_Optical_Integrated_Sensing_and_Communication.pdf
FREE SPACE OPTICAL COMMUNICATIONS FOR INTELLIGENT TRANSPORTATION SYSTEMS Potentials and Challenges,"Fang Yang, Ling Cheng, Jian Song, Zhu Han",-,-,,-,2023,Free_Space_Optical_Communications_for_Intelligent_Transportation_Systems_Potentials_and_Challenges.pdf
"Bidirectional Retroreflective Optical ISAC Using
Time Division Duplexing and Clipped OFDM","Chen Chen, Haochuan Wang, Zhihong Zeng, Harald Haas",-,-,,-,2025,Bidirectional_Retroreflective_Optical_ISAC_Using_Time_Division_Duplexing_and_Clipped_OFDM.pdf
Integrated Sensing and Communications Over the Years: An Evolution Perspective,"Di Zhang, Yuanhao Cui, Xiaowen Cao, Nanchi Su, Fan Liu, Xiaojun Jing, J Andrew Zhang, Jie Xu, Christos Masouros, Dusit Niyato, Marco Di Renzo",-,-,,-,-,2504.06830v1.pdf
Retroreflective Optical ISAC Supporting 3D Positioning in Indoor Environments,"Haochuan Wang, Binbin Zhu, Zhihong Zeng, Sihua Shao, Chen Chen, Min Liu",-,-,,-,-,Retroreflective_Optical_ISAC_Supporting_3D_Positioning_in_Indoor_Environments.pdf
Opportunistic Reuse of Spatial-Temporal Resources in Multi-User ISAC Systems for Value of Service Maximization,"Biwei Li, Xianbin Wang",-,-,,-,-,Opportunistic_Reuse_of_Spatial-Temporal_Resources_in_Multi-User_ISAC_Systems_for_Value_of_Service_Maximization.pdf
Joint Beamforming and UAV Trajectory Optimization for Covert Communications in ISAC Networks,"Dan Deng, Wen Zhou, Xingwang Li, Daniel Benevides, Derri Costa, Kwan Wing, Arumugam Ng,  Nallanathan, Derrick Wing, Kwan Ng, Arumugam Nallanathan",-,-,,-,2025,Joint_Beamforming_and_UAV_Trajectory_Optimization_for_Covert_Communications_in_ISAC_Networks.pdf
Progress in Luminescent Materials Based on Europium(III) Complexes of β-Diketones and Organic Carboxylic Acids,"Giuseppe Cavallaro, Claudia Dragonetti, Athanassios C Tsipis, Carla Bazzicalupi, Qianting Chen, Jie Zhang, Quanfeng Ye, Shanqi Qin, Lingyi Li, Mingyu Teng, Wai-Yeung Wong",-,-,,-,2025,molecules-30-01342-v3.pdf
Realization of RF Signal over Bidirectional Optical Wireless Communication Links,"Runxin Zhang, Yuheng Zhang, Menghan Li, Qikai Liu, Lu Lu",-,-,,-,-,Realization_of_RF_Signal_over_Bidirectional_Optical_Wireless_Communication_Links.pdf
PAM Waveform Design for Joint Communication and Sensing Based on Visible Light,"Jinliang Wang, Nuo Huang, Chen Gong, Wei Wang, Xu Li",-,-,,-,2024,PAM_Waveform_Design_for_Joint_Communication_and_Sensing_Based_on_Visible_Light.pdf
Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication,"Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",-,-,,-,-,Power_Allocation_for_OFDM-Based_Free_Space_Optical_Integrated_Sensing_and_Communication.pdf
"Full-Duplex RO-ISAC System: Wavelength Division
Duplexing and Hybrid Waveform Design",-,-,-,,-,-,Full-Duplex_RO-ISAC_System_Wavelength_Division_Duplexing_and_Hybrid_Waveform_Design.pdf
LiRF: Light-Based Wireless Communications Supporting Ubiquitous Radio Frequency Signals,"Runxin Zhang, Menghan Li, Yuheng Zhang, Jian Xiong, Lu Lu",-,-,,-,-,LiRF_Light-Based_Wireless_Communications_Supporting_Ubiquitous_Radio_Frequency_Signals.pdf
Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions,"Muhammad Nafees, Mohammadamin Baniasadi, James R Hopgood, Majid Safari, John S Thompson",-,-,,-,-,Integrated_Sensing_and_Communication_for_UAV_Trajectory_Optimization_in_Mixed_FSO-RF_Networks_in_Dynamic_Weather_Conditions.pdf
Implementation of Reconfigurable 149Mbps TDC-Based PPM Transceiver,"Pauls Eriks Sics, Nikolajs Tihomorskis, Sandis Migla, Jakovs Ratners, Viktors Kurtenoks, Arturs Aboltins",-,-,,-,-,Implementation_of_Reconfigurable_149Mbps_TDC-Based_PPM_Transceiver.pdf
"Optical Integrated Sensing and Communication: Architectures, Potentials and Challenges","Yunfeng Wen, Fang Yang, Jian Song, Zhu Han",-,-,,-,2024,2312.13640v2.pdf
High-gain optical parametric amplification with continuous-wave pump using domain-engineered thin film lithium niobate waveguide,"Mengwen Chen, Chenyu Wang, Kunpeng Jia, Xiao-Hui Tian, Jie Tang, Chunxi Zhu, Xiaowen Gu, Zexing Zhao, Zikang Wang, Zhilin Ye, Yong Zhang, Zhong Yan, Guang Qian, Biaobing Jin, Zhenlin Wang, Shi-Ning Zhu, Zhenda Xie",-,-,,-,-,2411.10721v1.pdf
Co-Existence of SiPh Sensing Link and Real World Traffic Over 100 m FSO Link for 6G Deployments,"G Syriopoulos, E Kyria, T Prousali, A Ntanos, A Stathis, P Kourelias, P Toumasis, G Zervos, G Giannoulis, H Poulopoulos, D Avramopoulos,  Apostolopoulos",-,-,,-,-,Co-Existence_of_SiPh_Sensing_Link_and_Real_World_Traffic_Over_100_m_FSO_Link_for_6G_Deployments.pdf
Optical ISAC: Fundamental Performance Limits and Transceiver Design,"Alireza Ghazavi Khorasgani, Mahtab Mirmohseni, Ahmed Elzanaty",-,-,,-,2025,2408.11792v6.pdf
Wireless Semantic Communications for Video Conferencing,"Peiwen Jiang, Chao-Kai Wen, Geoffrey Ye Li, Jin Shi, Shi Jin",-,-,-,-,-,Wireless_Semantic_Communications_for_Video_Conferencing.pdf
"Widespread cisand trans-regulatory evolution underlies the origin, diversification, and loss of a sexually dimorphic fruit fly pigmentation trait","Jesse T Hughes, Melissa E Williams, | Mark Rebeiz, Thomas M Williams, College Park, Mark Rebeiz",-,-,-,-,-,makale4.pdf
PARP-1 is a transcriptional rheostat of metabolic and bivalent genes during development,"Gbolahan Bamgbose,  Tulin",-,-,-,-,-,makale2.pdf
Impact of NOTCH1 polymorphisms on liver cancer in a Chinese Han population,"Baofeng Wang, Xiaobin Ma, Wenjie Zhang, Liang Li, Ying Zan, Jianshui Zhan, Xufeng Guo, Ming Lei, Hongbing Ma",-,-,-,-,-,makale3.pdf
Developmental gene regulation in the era of genomics,"Julia Zeitlinger, Alexander Stark",-,-,-,-,-,makale1.pdf
Electrothermally controllable terahertz metamaterial for sensing application,"Yuwei Liu, Daoye Zheng, Qiuxiao Feng, Yu-Sheng Lin",-,-,-,-,-,1-s2.0-S0924424722003053-main.pdf
"Designs of metareflectors based on nanodisk and annular hole arrays with polarization independence, switching, and broad bandwidth characteristics","Xiaocan Xu, Yu-Sheng Lin, Rongpeng Fang, Bo-Ru Yang",-,-,-,-,-,ome-11-10-3577.pdf
MEMS-based metamaterial grating waveguide for tunable optical attenuator and modulator applications,"Peiyu Chen, Weikai Huang, Qiuxiao Feng, Yuwei Liu, Yu-Sheng Lin",-,-,-,-,-,1-s2.0-S0030399222006417-main.pdf
A focused review on techniques for achieving cloaking effects with metamaterials,"Muhammad Shaheryar Khan, R A Shakoor, Osama Fayyaz, Elsadig Mahdi",-,-,-,-,-,1-s2.0-S0030402623010732-main.pdf
Electric split-ring metamaterial based microfluidic chip with multiresonances for microparticle trapping and chemical sensing applications,"Xiaocan Xu, Daoye Zheng, Yu-Sheng Lin",-,-,-,-,-,1-s2.0-S0021979723005593-main.pdf
PU1968v010n04ABEH003699.pdf,V G Veselago,-,-,-,-,-,PU1968v010n04ABEH003699.pdf
